,AVP_000_005,AVP_005_015,AVP_015_030,AVP_030_060,AVP_060_100,AVP_100_200,CLY_000_005,CLY_005_015,CLY_015_030,CLY_030_060,CLY_060_100,CLY_100_200,DER_000_999,NTO_000_005,NTO_005_015,NTO_015_030,NTO_030_060,NTO_060_100,NTO_100_200,PHW_005_015,PHW_015_030,PHW_030_060,PHW_060_100,PHW_100_200,PTO_000_005,PTO_005_015,PTO_015_030,PTO_030_060,PTO_060_100,PTO_100_200,SLT_000_005,SLT_005_015,SLT_030_060,SLT_060_100,SLT_100_200,pHc_000_005,pHc_005_015,pHc_015_030,pHc_030_060,pHc_060_100,pHc_100_200
QDABBS0006,27.75,14.25,5.75,2.25,2.0,2.0,39.5,42.75,49.0,53.0,53.5,54.5,54.857338,0.11890489,0.10934741,0.08565623,0.058453184,0.04116502,0.03332799,7.2999997,7.825,8.15,8.225,8.025,0.032097355,0.029807968,0.023324758,0.019450683,0.01786913,0.017375704,14.25,14.0,12.75,13.0,13.0,6.0322,6.1273627,6.357543,6.7361274,6.992698,7.0806074
QDABBS0007,51.5,39.5,11.25,4.75,3.0,2.0,40.0,44.0,49.5,50.25,50.0,51.0,62.285732,0.109538145,0.10053238,0.08411207,0.057775978,0.04225155,0.03343821,7.2749996,7.9,8.375,8.5,8.4,0.06101263,0.057168845,0.045895696,0.041479178,0.037664242,0.03560829,13.75,13.25,13.0,13.0,13.0,5.9794025,6.059634,6.283575,6.688146,6.930758,7.057669
QDABBS0008,55.0,42.0,13.0,5.0,3.0,2.75,40.5,41.75,45.75,48.25,49.0,48.25,60.851646,0.12112771,0.11080624,0.09051062,0.06147727,0.04399637,0.034661464,7.675,7.65,7.9,8.225,8.325,0.054585375,0.051150445,0.040898357,0.036858536,0.03467104,0.033338726,13.25,13.25,13.0,13.0,13.0,6.218824,6.3078046,6.5412483,6.936742,7.1645675,7.265998
QDABBS0009,38.666666666666664,30.166666666666668,11.833333333333334,3.0,2.8333333333333335,2.0,34.833332,38.833332,42.833332,44.5,49.0,51.833332,17.562521,0.13555032,0.12709612,0.10552896,0.06687795,0.044521976,0.032437127,7.1,7.5333333,8.05,8.366666,8.383332,0.07936477,0.07556137,0.060281742,0.050187018,0.045477223,0.043603614,14.0,13.166667,12.333333,13.166667,13.166667,6.2833176,6.390138,6.5941415,7.1121373,7.405443,7.4760537
QDABBS0010,60.166666666666664,49.333333333333336,14.5,4.166666666666667,3.0,2.0,47.333332,48.833332,52.666668,54.166668,52.0,51.5,6.0423217,0.17799647,0.16211805,0.13694157,0.084979124,0.048684537,0.034201086,7.2500005,7.266667,7.683333,8.083333,8.266666,0.08252718,0.07922623,0.063539125,0.051275488,0.043660775,0.039278682,13.166667,13.0,13.0,13.0,13.0,6.101976,6.154127,6.2790227,6.6505456,6.8974743,7.0901375
QDACHC0001,13.666666666666666,9.833333333333334,4.0,2.0,2.0,1.0,11.833333,13.666667,15.833333,17.666666,22.166666,21.833334,53.402004,0.036104802,0.03384616,0.028888537,0.022764057,0.020309465,0.01804352,6.5499997,6.8500004,7.0166664,7.2166667,7.433333,0.0210054,0.020089863,0.017929146,0.017037509,0.01752005,0.017162638,7.1666665,7.6666665,8.333333,9.5,8.833333,5.688173,5.7433467,5.890887,6.1587715,6.3775973,6.577952
QDACHC0002,25.5,19.0,4.25,2.0,2.0,1.0,13.0,14.0,15.25,17.75,21.75,25.25,50.66367,0.038093768,0.035704628,0.029819692,0.023464987,0.020198854,0.018098228,6.5249996,6.9,7.075,7.2,7.35,0.024397396,0.023358278,0.020854281,0.019516252,0.020039946,0.019749716,8.25,8.25,9.25,11.25,9.25,5.7541585,5.8069825,5.950294,6.213468,6.432632,6.6261787
QDACHC0003,12.75,9.75,4.0,2.0,1.5,1.0,14.75,15.25,16.5,19.25,24.5,25.0,50.776295,0.0356306,0.033406384,0.02761573,0.02182271,0.019405691,0.017375143,6.25,6.6,6.75,6.8999996,7.025,0.023976723,0.022924915,0.020469474,0.019216016,0.019691262,0.019423481,8.25,8.0,9.25,10.25,9.0,5.7277155,5.7799015,5.9120617,6.1056695,6.29933,6.4837894
QDACHC0004,29.0,21.5,7.5,2.0,2.0,1.0,34.5,34.5,36.0,38.0,34.5,44.666668,85.001144,0.03780699,0.035216756,0.028880896,0.02220332,0.018297827,0.016172444,7.2000003,7.2000003,7.2999997,7.266667,7.666666,0.038418178,0.036961578,0.033825208,0.033007335,0.03486414,0.03527329,20.333334,21.5,21.5,22.333334,11.666667,6.7190747,6.8253555,7.029136,7.187755,7.366821,7.5711036
QDACHC0005,24.75,18.25,7.0,2.0,2.0,1.75,37.75,36.5,38.5,39.25,38.0,45.75,71.1039,0.03743555,0.03485067,0.030214105,0.023255842,0.020130824,0.017835122,6.75,6.95,6.9,7.2250004,7.7,0.03945581,0.03792994,0.03459705,0.033448905,0.0353908,0.03581392,19.75,21.25,19.75,22.5,12.0,6.794076,6.900398,7.106684,7.267792,7.4376802,7.6431065
QDACHC0006,26.25,19.5,7.25,2.0,2.0,1.0,34.25,35.25,36.25,36.25,36.25,41.25,65.38821,0.03909526,0.036368515,0.03078341,0.02372519,0.02049702,0.018078484,7.2249994,7.3250003,7.375,7.4,7.625,0.03692911,0.035453215,0.032371596,0.031516295,0.033303425,0.03368693,20.5,20.25,20.0,21.25,12.0,6.7966895,6.9046316,7.1215615,7.2674975,7.4311895,7.626203
QDACHC0007,28.5,21.25,7.0,2.0,2.0,1.0,34.5,34.0,35.5,36.25,35.0,43.0,52.750927,0.033179894,0.030915685,0.026486674,0.020408478,0.016973384,0.0150907505,6.875,6.9500003,6.9,6.825,7.55,0.038423985,0.03699752,0.0339434,0.032917656,0.034451596,0.03493902,21.0,21.5,20.5,23.0,12.0,6.7391143,6.8503504,7.0530043,7.179567,7.33891,7.545431
QDACYP0001,25.0,20.833333333333332,7.166666666666667,3.1666666666666665,3.0,3.0,10.5,20.333334,14.333333,21.166666,19.166666,20.166666,6.2016125,0.10281832,0.09676518,0.0635628,0.046233583,0.0303435,0.02741496,5.9833336,6.0833335,6.183334,6.383333,6.75,0.024865756,0.024014408,0.021107694,0.017279921,0.01705367,0.017022505,5.8333335,8.833333,8.0,7.8333335,7.3333335,4.896616,4.8789897,4.8951135,4.952498,5.0620694,5.1457877
QDACYP0002,6.75,5.75,4.0,2.0,2.0,2.0,16.75,17.0,18.25,23.75,24.75,20.5,23.51356,0.08546586,0.079643324,0.05006037,0.035680592,0.024400208,0.021843143,5.5750003,5.7,5.7250004,5.8749995,6.1,0.014141034,0.01360291,0.011902436,0.011590088,0.012301469,0.012489216,8.5,9.0,10.25,10.0,8.5,5.095858,5.0782776,5.0969257,5.292134,5.52682,5.6473284
QDACYP0003,19.0,16.0,5.0,2.0,2.75,2.0,13.5,16.0,21.75,16.75,18.5,18.75,9.301337,0.12968436,0.12245931,0.076155156,0.05519726,0.034788955,0.031174615,5.9,6.0,6.05,6.2,6.375,0.030622207,0.029402914,0.025027676,0.019073397,0.018571336,0.018352022,7.5,7.25,8.25,8.0,8.25,5.177179,5.162791,5.184943,5.3196287,5.4706936,5.5707955
QDACYP0004,6.333333333333333,5.5,2.3333333333333335,2.0,2.0,2.0,8.166667,8.0,11.0,15.833333,13.5,24.166666,8.194061,0.038340777,0.035062034,0.02743995,0.020830067,0.021092845,0.020134198,6.0166664,6.1666665,6.15,6.183333,6.4,0.013732295,0.013362222,0.012159702,0.01198389,0.012430792,0.012757179,6.0,5.3333335,7.1666665,6.8333335,8.0,4.6949105,4.693319,4.7736754,4.8996196,5.1127396,5.2309837
QDACYP0005,8101.166666666667,8100.333333333333,8097.833333333333,8097.833333333333,8097.833333333333,8097.0,8.2,9.0,11.0,15.2,16.0,22.8,10.588676,0.040979024,0.03732505,0.029657701,0.022246752,0.022185843,0.021198519,5.98,6.08,6.08,6.1400003,6.3,0.013345972,0.01297612,0.011799058,0.011749903,0.012214311,0.0125862155,6.0,6.0,6.4,7.2,8.0,4.886918,4.887978,4.971845,5.134473,5.359067,5.482037
QDACYP0006,7.25,5.5,2.0,1.75,1.25,1.0,9.0,9.75,11.25,17.0,18.75,27.5,11.678155,0.05214722,0.047409788,0.03530842,0.026039682,0.023840608,0.022703126,6.025,6.025,6.05,6.175,6.1499996,0.014103249,0.01371566,0.012432334,0.012145306,0.012524711,0.012900164,6.5,7.0,7.5,8.0,9.25,4.8575373,4.8615766,4.946825,5.1001983,5.329275,5.4880977
QDACYP0007,8.5,7.0,2.0,2.0,1.0,1.0,9.25,10.25,12.75,16.75,18.5,26.5,7.0871964,0.053617362,0.04877203,0.03807334,0.028187346,0.02522997,0.023998577,6.1,6.1,6.1,6.2,6.1499996,0.01570297,0.015263745,0.013909091,0.01313914,0.013368679,0.0137413945,6.75,7.0,8.0,8.25,8.5,4.8266535,4.8324256,4.918611,5.0800858,5.314431,5.453587
QDACYP0008,4.5,3.75,2.0,1.0,2.0,1.0,14.5,16.0,14.75,16.25,23.0,32.0,28.136845,0.0565039,0.051233802,0.037835017,0.027959071,0.024487568,0.023056082,5.875,6.05,6.0750003,6.2,6.15,0.016117457,0.015662363,0.014107966,0.013133566,0.013196891,0.01354849,9.0,9.75,7.25,10.0,10.0,4.74366,4.7563086,4.85135,4.987109,5.2381163,5.385705
QDACYP0009,17.5,13.75,3.25,2.0,2.0,2.0,9.5,13.5,15.75,21.0,24.25,25.5,5.1841226,0.05999905,0.055219732,0.042596284,0.03285046,0.029362211,0.027880808,6.2,6.2,6.2250004,6.3,6.25,0.023344306,0.022590918,0.020180082,0.017885976,0.017885605,0.018089473,5.75,7.5,10.5,10.25,8.5,4.7743826,4.7807083,4.8614426,4.954768,5.1643915,5.239157
QDACYP0010,7.5,5.5,3.0,2.0,2.0,2.0,28.5,30.25,33.75,40.25,40.5,37.0,16.834396,0.08057673,0.07441127,0.056941286,0.041971985,0.03448636,0.032728262,6.1499996,6.2999997,6.5,6.75,7.1499996,0.017611505,0.017086377,0.015577526,0.01433441,0.014326193,0.014932374,13.0,13.0,12.5,12.0,11.0,5.1456923,5.115448,5.2231016,5.549794,5.7846804,5.854905
QDACYP0011,3.0,3.0,2.0,2.0,2.0,2.0,18.0,19.5,24.25,33.5,35.5,30.75,20.899883,0.06314939,0.05782325,0.0360014,0.0261129,0.020986939,0.019801266,5.7749996,5.9,5.9,5.9,5.9249997,0.012717605,0.012324011,0.011229809,0.011160904,0.011325464,0.011627936,12.25,12.25,11.0,11.5,10.0,4.8387723,4.793799,4.850212,5.049088,5.2616744,5.338366
QDACYP0012,7.75,6.0,2.5,1.5,1.5,1.75,19.25,19.75,17.75,29.25,33.0,32.0,15.906586,0.078448236,0.07199631,0.04704286,0.034465503,0.028290285,0.026815604,5.7749996,5.975,5.9750004,6.0249996,6.325,0.016840817,0.016323099,0.014817289,0.013687591,0.01386271,0.014224889,10.0,10.0,10.75,10.75,10.0,5.0002723,4.9491825,5.0003204,5.1724143,5.363592,5.500029
QDACYP0013,3.111111111111111,2.7777777777777777,2.0,1.1111111111111112,1.7777777777777777,1.1111111111111112,12.888889,12.888889,13.444445,23.88889,19.222221,26.555555,14.187847,0.07090028,0.06478323,0.0448667,0.032189954,0.02649158,0.024612075,5.9222226,5.8,5.7,5.7,5.811111,0.016399287,0.015977325,0.014353714,0.01394343,0.014033745,0.014452977,8.333333,8.222222,10.0,9.0,9.0,4.8431087,4.8205843,4.89773,5.0604343,5.2388062,5.4177165
QDACYP0014,3.25,3.0,2.0,1.0,2.0,1.0,13.5,15.25,15.25,23.75,22.5,26.75,16.755146,0.07259891,0.066345975,0.045482777,0.032621704,0.026278567,0.024607537,5.75,5.7250004,5.7,5.7250004,5.825,0.015961885,0.015578248,0.01403552,0.013863217,0.013880014,0.014295414,9.25,9.75,10.5,9.75,9.25,4.8690186,4.847062,4.924565,5.083542,5.268753,5.450715
QDACYP0015,3.0,3.0,2.0,2.0,2.0,1.0,16.0,20.0,22.5,31.25,32.0,28.0,15.680588,0.070305154,0.06411654,0.04386481,0.031342775,0.02514462,0.023421835,5.6499996,5.7,5.6,5.575,6.1,0.016563658,0.016154293,0.014521479,0.013832909,0.013715939,0.014135556,11.0,10.75,11.25,11.25,9.5,4.8007917,4.7790337,4.8564763,5.009647,5.2207193,5.4053144
QDACYP0016,4.833333333333333,3.8333333333333335,3.0,1.5,2.0,1.1666666666666667,9.5,10.0,11.333333,11.666667,13.833333,23.5,15.395093,0.07319491,0.06666623,0.043144494,0.0309549,0.022774959,0.021607958,5.7333336,5.7333336,5.7666664,5.75,5.7000003,0.013419435,0.013501703,0.012517794,0.012882837,0.01284489,0.013276927,6.0,5.5,6.0,6.6666665,7.0,4.7594814,4.7573304,4.8266897,4.9963355,5.128837,5.2433567
QDACYP0017,7.25,6.0,3.0,2.0,2.0,1.75,9.5,10.25,11.75,11.75,15.75,19.75,5.7523594,0.053958066,0.049400788,0.033772323,0.024611117,0.020121189,0.019057233,4.85,5.25,5.35,5.15,5.8,0.012517049,0.012639442,0.0117600495,0.011694757,0.011671737,0.012163888,6.25,6.0,6.0,6.75,6.75,4.6002965,4.595091,4.6613226,4.78878,4.908172,5.0122724
QDACYP0018,5.0,4.0,2.75,2.0,2.0,2.0,9.0,8.75,11.25,11.25,12.25,22.5,12.1490555,0.07038296,0.0635131,0.039929245,0.028211314,0.020728273,0.019751905,5.825,5.825,5.8,6.0,6.2,0.013980804,0.013790258,0.012472071,0.01266417,0.012796244,0.013106473,6.0,5.75,7.0,7.5,8.5,4.8091593,4.8072605,4.8757973,5.0051875,5.1267476,5.2454753
QDACYP0019,9.25,7.75,5.0,2.75,3.0,2.0,6.75,7.25,6.75,5.75,6.75,14.5,11.031082,0.07945493,0.07272744,0.048669223,0.036197934,0.024379956,0.022850309,5.6000004,5.575,5.625,5.8,6.4249997,0.014762461,0.014458131,0.01320514,0.01270978,0.013415114,0.0136151435,3.75,4.0,3.75,3.75,6.25,4.8869357,4.877738,4.9483094,5.1088433,5.288375,5.376549
QDACYP0020,5.75,4.75,4.75,2.0,2.0,2.0,5.25,5.75,5.0,5.75,5.75,13.0,11.475739,0.073481075,0.06681062,0.042767327,0.03110354,0.022563325,0.021046944,5.475,5.6499996,5.55,5.75,6.4,0.013577764,0.013276646,0.011870227,0.010913574,0.010796617,0.010962579,3.0,3.0,3.0,3.25,6.0,4.7089386,4.703261,4.7673206,4.8966794,5.0476737,5.1546087
QDACYP0021,8.75,7.25,4.25,2.0,2.25,2.25,8.0,8.25,8.75,7.75,10.0,17.5,6.323749,0.06032453,0.054843687,0.033357896,0.02440696,0.018682225,0.017692951,5.7,5.8,5.8250003,6.0,6.4,0.010918932,0.010731278,0.009761809,0.009792974,0.01007634,0.010302548,5.0,5.0,5.0,5.75,7.0,4.773141,4.7675805,4.834865,4.973005,5.098979,5.2008533
QDACYP0022,5.75,4.75,3.0,2.0,2.0,2.0,7.0,9.0,7.5,7.75,9.0,19.75,12.69647,0.070040345,0.06358569,0.04166378,0.0299493,0.022991948,0.02185214,5.55,5.6499996,5.6499996,5.75,6.3,0.0135965245,0.013305708,0.012035728,0.011961472,0.011921157,0.012170537,4.25,5.75,4.75,4.75,7.75,4.9646854,4.959147,5.0340753,5.2541547,5.451097,5.5709705
QDACYP0023,4.25,3.25,2.25,2.0,2.0,2.75,16.25,18.0,19.5,21.25,23.25,26.5,18.274422,0.08514929,0.07716872,0.05005917,0.03529997,0.02679268,0.02480425,5.9249997,5.9,5.9,5.875,6.025,0.017371273,0.016980294,0.015430607,0.014961435,0.015200641,0.015655994,12.25,11.0,11.5,11.75,9.0,4.8094206,4.7954054,4.8843446,5.0537763,5.245277,5.4160924
QDACYP0024,3.0,3.0,2.0,2.0,2.0,2.0,15.75,16.5,18.5,20.75,24.75,23.5,29.691565,0.0827916,0.07502434,0.047067523,0.033316314,0.026609033,0.024561247,5.9,5.9,5.9,5.8,5.875,0.014352577,0.014055433,0.012782389,0.012322828,0.012350059,0.012561077,10.25,9.25,10.25,10.5,8.75,4.8604703,4.846915,4.939606,5.1072664,5.2701397,5.446108
QDADEU0001,7.0,5.75,3.0,2.0,2.0,2.0,19.0,20.25,22.25,32.0,36.5,38.0,46.702724,0.049044274,0.044841014,0.034577757,0.028191883,0.02249523,0.02048298,6.325,6.55,7.0,7.2750006,6.825,0.016518585,0.015357805,0.0130528025,0.011867028,0.012652688,0.012859404,9.25,9.75,10.5,10.5,11.75,5.617181,5.657233,5.9301896,6.2288833,6.464125,6.517191
QDAEIU0001,40.5,32.25,26.0,8.0,12.5,2.0,26.0,28.0,31.0,36.75,38.75,39.75,15.737185,0.10431279,0.09633741,0.07413224,0.052980572,0.03274893,0.026662972,6.525,6.575,6.85,7.1499996,7.2,0.12629543,0.11757046,0.10323246,0.08257974,0.07371176,0.07079048,11.75,12.0,11.25,11.5,12.0,5.6220174,5.6385775,5.716874,5.979765,6.194878,6.393879
QDAEIU0002,61.75,50.0,64.5,15.75,34.5,2.0,24.75,29.0,32.25,38.25,46.25,43.75,13.28949,0.122290134,0.11248314,0.08109824,0.05679073,0.034772724,0.027895112,6.375,6.475,6.8,7.05,7.025,0.1713453,0.1614336,0.14420804,0.11142151,0.09856929,0.092211485,12.0,12.5,11.75,13.0,13.0,5.4423943,5.448728,5.5016327,5.6771264,5.911768,6.1016974
QDAEIU0003,25.25,20.25,8.25,4.75,3.0,2.0,19.0,18.75,24.0,32.25,36.25,35.75,12.492631,0.07190442,0.06710015,0.055885628,0.041733194,0.02988258,0.026690837,6.2,6.3,6.6,6.975,7.2749996,0.034758262,0.03290234,0.029841006,0.026732225,0.028907955,0.0281279,10.0,9.75,10.75,11.0,11.25,5.3470235,5.362935,5.4004836,5.519652,5.6967034,5.859609
QDAEIU0004,40.0,31.75,11.25,6.75,4.75,2.0,14.0,13.0,19.5,20.0,24.75,25.5,2.9007928,0.08585335,0.07971382,0.062195595,0.045143217,0.033219703,0.029146064,6.65,6.525,6.7749996,7.175,7.4500003,0.060872417,0.057863243,0.052510865,0.047034964,0.046487115,0.044595525,7.75,7.25,8.25,9.75,9.75,5.4464507,5.4730487,5.530543,5.6972637,5.8805947,6.04031
QDAEIU0005,25.0,20.5,8.5,6.0,4.25,2.0,16.75,20.0,22.75,31.0,33.0,34.5,20.34084,0.05319312,0.050697133,0.042834073,0.032827474,0.02552953,0.023983005,6.2250004,6.375,6.65,6.8500004,6.7749996,0.032643743,0.031149369,0.028102357,0.026087282,0.026018295,0.024373492,10.0,10.25,11.25,11.75,10.75,5.1215696,5.13656,5.2216,5.381419,5.505576,5.684512
QDAEIU0006,17.75,14.75,6.0,4.0,2.25,2.0,11.0,13.0,16.0,18.5,21.75,29.5,16.78635,0.052837964,0.050285112,0.040685702,0.03105615,0.025351454,0.0238727,6.0,6.1,6.125,6.175,5.9249997,0.038471192,0.036633346,0.03289255,0.029604299,0.02953241,0.027422063,6.75,7.5,8.5,9.0,10.0,5.0110316,5.025031,5.107375,5.223014,5.2873845,5.450398
QDAEIU0007,17.5,14.25,5.75,3.75,2.25,1.75,11.0,12.75,16.25,18.5,21.25,29.5,15.451719,0.053954743,0.051377486,0.04200829,0.032085832,0.026089817,0.024509612,6.0,6.1,6.125,6.175,5.9,0.038540494,0.03674142,0.033001587,0.030330654,0.030158203,0.028086755,6.75,7.75,8.75,9.0,10.0,4.9863296,4.9999523,5.0809317,5.192316,5.2500877,5.4120407
QDAEIU0008,18.25,14.0,4.5,2.5,2.0,2.0,24.5,30.75,39.5,47.0,45.75,46.5,15.555455,0.07613483,0.07030928,0.047037747,0.03808434,0.026452415,0.023467716,6.75,7.325,7.75,7.825,7.6,0.03828949,0.035554644,0.029978415,0.028108332,0.03396589,0.03163758,10.0,11.0,12.0,12.0,12.25,5.9653206,6.056972,6.239363,6.538969,6.7719903,6.777707
QDAEIU0009,15.5,12.0,4.0,2.0,2.0,2.0,26.5,31.75,38.75,45.0,43.75,45.0,15.152101,0.077989325,0.071996875,0.049550094,0.04010802,0.027445897,0.0242395,6.825,7.2250004,7.6500006,7.7749996,7.525,0.03509594,0.032563686,0.027391389,0.026442744,0.034061,0.03206396,10.5,10.75,11.75,11.75,12.0,5.953554,6.0467596,6.234523,6.5631247,6.7974644,6.793997
QDAEIU0010,27.5,21.5,7.5,4.75,3.5,3.0,13.75,15.75,21.25,28.75,29.25,28.75,4.413349,0.06329453,0.058224633,0.04327429,0.03511332,0.026668563,0.023926742,6.45,6.7250004,7.125,7.525,7.7,0.034777652,0.03251878,0.027820362,0.026492208,0.030899161,0.028294245,8.75,8.75,10.75,10.5,10.5,5.4658775,5.53544,5.6425376,5.8388724,6.0479364,6.0655117
QDAGUP0001,6.0,4.833333333333333,3.5,2.0,2.0,1.1666666666666667,9.166667,9.5,9.666667,10.833333,15.5,16.333334,12.177154,0.03880643,0.03625677,0.030279448,0.023652358,0.020913059,0.019400457,6.9500003,6.566667,6.5833335,6.566667,6.35,0.01747262,0.016672527,0.015519652,0.014668164,0.01480918,0.015115785,5.1666665,5.3333335,5.5,6.5,6.8333335,5.03904,5.0470223,5.1390142,5.2983856,5.5066223,5.6365027
QDAGUP0002,5.5,4.5,3.5,2.0,2.0,2.0,8.75,9.25,9.5,12.75,14.75,15.25,13.122922,0.041593798,0.038750093,0.02913192,0.022839924,0.01940051,0.018009627,6.95,6.675,6.75,6.625,6.4,0.016003955,0.01530504,0.014298816,0.01325133,0.013250178,0.013457655,5.0,4.75,5.5,6.5,6.25,5.0854406,5.0933723,5.17784,5.2476606,5.4273853,5.600399
QDAGUP0003,11.0,9.0,3.75,2.0,2.0,2.0,12.25,13.25,14.0,16.5,21.5,24.0,19.437954,0.04820908,0.04505394,0.038269006,0.029736016,0.025543712,0.023818897,7.05,7.05,7.1749997,7.4,7.3999996,0.025534585,0.024422633,0.022767095,0.021020113,0.021077998,0.021853058,6.5,6.5,7.5,8.5,8.75,5.5642743,5.6105514,5.765077,6.0139227,6.2187486,6.3312783
QDAGUP0004,8.333333333333334,6.666666666666667,3.0,1.1666666666666667,2.0,1.0,5.6666665,6.1666665,6.1666665,8.666667,10.666667,9.666667,34.965996,0.035794776,0.033194393,0.028592715,0.022583595,0.020981029,0.019723045,6.816666,6.85,6.883333,6.8999996,6.8500004,0.016129082,0.015498935,0.014741032,0.014029898,0.014254611,0.014622386,3.6666667,3.6666667,4.3333335,5.1666665,5.3333335,5.5068088,5.5381455,5.671526,5.814777,6.002409,6.173219
QDAGUP0005,7.5,6.0,3.0,1.5,2.0,1.0,5.25,5.75,6.5,9.0,11.75,13.0,37.62784,0.038491264,0.03568242,0.03195899,0.025139224,0.022629106,0.021112414,6.525,6.625,6.725,6.725,6.675,0.01645137,0.015805075,0.0150823975,0.014364634,0.014520511,0.014869638,3.75,3.75,4.75,6.75,6.75,5.443682,5.474638,5.6126623,5.769279,5.9534345,6.130458
QDAGUP0006,7.25,5.75,3.0,1.75,2.0,1.0,4.75,5.5,5.5,7.25,9.75,12.75,42.777,0.038538706,0.035669923,0.030052282,0.023450602,0.020561352,0.019304177,7.7250004,7.125,7.0,7.0249996,6.675,0.015633665,0.0150070125,0.014326082,0.013670309,0.013855926,0.01418197,3.0,3.5,4.0,5.25,6.25,5.490342,5.521051,5.6611843,5.819455,6.0189266,6.2050447
QDAGUP0007,7.0,5.666666666666667,3.6666666666666665,1.8333333333333333,1.8333333333333333,1.3333333333333333,44.5,46.0,46.166668,45.833332,52.166668,44.666668,42.356796,0.04437672,0.04085842,0.03446348,0.026610283,0.023482589,0.021151884,8.4,8.05,8.116668,8.233334,8.099999,0.023865148,0.022819368,0.02194155,0.021237249,0.021989115,0.022298843,12.166667,12.5,13.0,13.0,12.0,6.945936,7.0024486,7.1862335,7.296875,7.4572206,7.6022243
QDAGUP0008,9.5,7.5,3.0,1.5,1.5,1.0,5.0,5.25,5.25,6.0,8.0,7.75,34.88543,0.040812474,0.03768661,0.031546604,0.0247237,0.020780649,0.019388158,7.4000006,7.15,6.9999995,7.225,7.375,0.015956253,0.015258899,0.01457842,0.0138979,0.014262864,0.014590118,3.0,3.0,3.25,4.5,4.5,5.5937033,5.6334753,5.8115454,6.050904,6.268585,6.485102
QDAGUP0009,6.0,5.0,3.25,2.0,2.0,1.25,45.5,46.5,49.5,50.0,53.5,47.5,39.592052,0.048436105,0.044725552,0.038368754,0.029536987,0.026749676,0.024099644,8.175,7.825,7.85,8.0,8.0,0.023679392,0.02264933,0.021741599,0.021357419,0.02212329,0.022515895,12.0,12.0,12.0,13.0,12.0,6.8073707,6.8678956,7.07164,7.2324014,7.3905973,7.5329494
QDAGUP0010,8.75,7.0,3.0,1.0,1.0,1.0,9.75,10.25,12.0,13.5,17.75,20.75,40.887123,0.043252997,0.03978267,0.03297577,0.025670208,0.022326602,0.02051919,7.1000004,7.0,7.075,7.5,7.775,0.019827591,0.018944724,0.01817244,0.017597545,0.018293576,0.018568493,5.5,5.5,6.0,7.0,8.25,6.1071,6.157259,6.3558993,6.5807734,6.789936,6.983707
QDAGUP0011,9.0,7.0,3.0,2.0,1.0,1.0,5.25,5.75,6.75,8.75,11.25,12.75,40.5845,0.04182891,0.03840574,0.032528423,0.025514627,0.02231844,0.02079644,6.925,6.85,6.9,7.2749996,7.4249997,0.01677949,0.016040336,0.015387125,0.014415305,0.014836446,0.015164083,3.25,3.5,4.0,4.75,6.75,5.609669,5.645813,5.8219995,6.069914,6.308407,6.5290294
QDAGUP0012,11.0,8.5,4.0,1.25,1.0,1.0,23.25,26.5,30.25,33.75,40.5,43.5,35.144737,0.04748505,0.043358512,0.03827859,0.02929423,0.024886243,0.0229235,6.7,7.175,7.45,7.95,8.275001,0.023492701,0.022678655,0.021506969,0.021719323,0.022426648,0.022613075,10.25,11.0,12.75,12.75,12.0,6.6443143,6.7145724,6.908879,7.105826,7.2871804,7.470079
QDAGUP0013,12.5,9.666666666666666,4.833333333333333,2.8333333333333335,2.3333333333333335,2.3333333333333335,41.5,42.166668,43.666668,42.166668,43.333332,44.666668,43.684357,0.056957047,0.052008126,0.042231437,0.032378215,0.027546838,0.025216823,6.7333336,7.2833333,7.533333,8.133334,8.3,0.01999622,0.019441895,0.018556332,0.019143283,0.019633127,0.020067314,13.666667,14.0,14.333333,14.166667,13.0,6.8151326,6.8857827,7.0696273,7.200376,7.3885655,7.593271
QDAGUP0014,5.0,4.0,2.1666666666666665,1.6666666666666667,1.0,1.0,34.166668,35.5,40.333332,45.333332,35.5,44.0,39.127956,0.058281988,0.05310738,0.04157513,0.031517204,0.025683656,0.023520144,6.0166664,6.433334,6.7166667,7.0333333,7.7499995,0.018812383,0.018117484,0.017173478,0.016744373,0.01677184,0.016959468,12.5,11.833333,12.0,12.166667,12.0,6.1896977,6.2730546,6.4538035,6.8838716,7.126592,7.4291763
QDAGUP0015,5.0,4.0,2.0,1.0,1.0,1.0,36.0,37.5,40.5,43.25,37.5,42.0,43.522907,0.062453087,0.056777697,0.043302856,0.032677412,0.027031654,0.024726365,6.3,6.7,6.85,7.025,8.1,0.021907406,0.021076918,0.01987125,0.019268902,0.019553993,0.019749876,14.0,13.5,13.75,14.0,12.0,6.2414265,6.3280916,6.5014167,6.8996344,7.156682,7.4786663
QDAGUP0016,6.25,5.0,3.0,1.75,1.0,1.0,32.0,31.5,39.0,43.5,33.5,43.75,43.498833,0.05801861,0.052812874,0.04049599,0.030741666,0.025405757,0.023498293,5.8749995,6.2750006,6.475,6.7,7.625,0.018840533,0.018131409,0.017120399,0.016522042,0.01658147,0.016784497,13.0,12.25,12.75,13.0,11.0,6.146392,6.229946,6.404447,6.8104877,7.055701,7.366621
