"","soil.char.site_unique","soil.char.site_location_name","soil.char.site_location_visit_id","soil.char.upper_depth","soil.char.lower_depth","soil.char.horizon","soil.char.texture_grade","soil.char.texture_qualifier","soil.char.texture_modifier","soil.char.colour_when_moist","soil.char.colour_when_dry","soil.char.mottles_colour","soil.char.mottles_abundance","soil.char.mottles_size","soil.char.segregations_abundance","soil.char.segregations_size","soil.char.segregations_nature","soil.char.segregations_form","soil.char.comments","soil.char.collected_by","soil.char.smallest_size_1","soil.char.smallest_size_2","soil.char.effervescence","soil.char.ec","soil.char.ph","soil.char.pedality_grade","soil.char.pedality_fabric","soil.char.next_size_type_2","soil.char.next_size_type_1","soil.char.smallest_size_type_2","soil.char.smallest_size_type_1","soil.char.next_size_2","soil.char.next_size_1","soil.char.layer_barcode"
"4058","SAACHC0006-59039","SAACHC0006",59039,0.2,0.3,"B21","MC","NC","F","2.5Y52","2.5Y62","n/a","0","n/a","0","n/a","n/a","n/a"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1.  Sodic from surface. Pit to 1m and hand augered to 2m. River sand from 110cm. Other coarse fragments for horizon 6 = 1,2,R,Gv. Minor depressions observed throughout site that had cracking to the surface. Permeability =1?. Cracks from 10-35cm. All bulk densities taken. Surface crust to 1cm thick and surface sealing observed. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA052869, 10-20cm (9 subsites) SAA052870, 20-30cm (9 subsites) SAA052871.",45,"4",NA,"N",0.043,6.9,"S","NC","NC","PR","NC","AB",NA,"5","SAA052789"
"4059","SAACHC0006-59039","SAACHC0006",59039,0.4,0.5,"B22","MC","NC","F","2.5Y53","2.5Y63","n/a","0","n/a","1","2","M","S"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1.  Sodic from surface. Pit to 1m and hand augered to 2m. River sand from 110cm. Other coarse fragments for horizon 6 = 1,2,R,Gv. Minor depressions observed throughout site that had cracking to the surface. Permeability =1?. Cracks from 10-35cm. All bulk densities taken. Surface crust to 1cm thick and surface sealing observed. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA052869, 10-20cm (9 subsites) SAA052870, 20-30cm (9 subsites) SAA052871.",45,"4",NA,"N",0.03,6.7,"S","NC","NC","PR","NC","LE",NA,"6","SAA052790"
"4060","SAACHC0006-59039","SAACHC0006",59039,0.55,0.65,"2B23","MC","NC","S","2.5Y52","2.5Y62","O","1","2","1","2","M","S"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1.  Sodic from surface. Pit to 1m and hand augered to 2m. River sand from 110cm. Other coarse fragments for horizon 6 = 1,2,R,Gv. Minor depressions observed throughout site that had cracking to the surface. Permeability =1?. Cracks from 10-35cm. All bulk densities taken. Surface crust to 1cm thick and surface sealing observed. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA052869, 10-20cm (9 subsites) SAA052870, 20-30cm (9 subsites) SAA052871.",45,"5",NA,"N",0.017,6.9,"S","NC","NC","PR","NC","AB",NA,"6","SAA052791"
"4061","SAACHC0006-59039","SAACHC0006",59039,0.8,0.9,"2B24","MC","NC","S","2.5Y52","2.5Y63","O","4","2","2","2","M","S"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1.  Sodic from surface. Pit to 1m and hand augered to 2m. River sand from 110cm. Other coarse fragments for horizon 6 = 1,2,R,Gv. Minor depressions observed throughout site that had cracking to the surface. Permeability =1?. Cracks from 10-35cm. All bulk densities taken. Surface crust to 1cm thick and surface sealing observed. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA052869, 10-20cm (9 subsites) SAA052870, 20-30cm (9 subsites) SAA052871.",45,"4",NA,"N",0.021,6.7,"S","NC","NC","AB","NC","LE",NA,"5","SAA052792"
"4062","SAACHC0006-59039","SAACHC0006",59039,1.4,1.5,"D","S","NC","K","10YR76","10YR86","n/a","0","n/a","0","n/a","n/a","n/a"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1.  Sodic from surface. Pit to 1m and hand augered to 2m. River sand from 110cm. Other coarse fragments for horizon 6 = 1,2,R,Gv. Minor depressions observed throughout site that had cracking to the surface. Permeability =1?. Cracks from 10-35cm. All bulk densities taken. Surface crust to 1cm thick and surface sealing observed. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA052869, 10-20cm (9 subsites) SAA052870, 20-30cm (9 subsites) SAA052871.",45,NA,NA,"N",0.01,6.7,"G","NC","NC","NC","NC","NC",NA,NA,"SAA052793"
"4063","SAACHC0009-59012","SAACHC0009",59012,0,0.1,"A1","LS","NC","F","10YR53","10YR73","n/a","0","n/a","0","n/a","n/a","n/a"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,NA,NA,"N",0.085,7.1,"V","NC","NC","NC","NC","NC",NA,NA,"SAA052909"
"4064","SAAKAN0006-58900","SAAKAN0006",58900,0,0.05,"A1","SCL","NC","F","10YR53","NC","n/a","0","n/a","NC","NC","NC","NC","Land unit mapped as GRNFVZ- level plateau surfaces (Grainger land system) 5.4% of land system. Soil type does not match soil types (Soils of Southern South Australia, 2009). Bulk density for only 0-10cm taken. Dispersion of 2 @10cm. Lithology- fine sandstone. Geology mapped as Tp/fe. Permeability =2. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 052403, 10-20cm (9 subsites) SAA 052404, 20-30cm (9 subsites) SAA 052405.",42,"3",NA,"N",0.027,6,"W","NC","NC","NC","NC","SB",NA,NA,"SAA052147"
"4065","SAACHC0009-59012","SAACHC0009",59012,0.1,0.2,"A1","LS","NC","F","10YR53","10YR73","n/a","0","n/a","0","n/a","n/a","n/a"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,NA,NA,"N",0.049,7.1,"V","NC","NC","NC","NC","NC",NA,NA,"SAA052910"
"4066","SAACHC0009-59012","SAACHC0009",59012,0.2,0.3,"2B21b","LC","NC","S","10YR53","10YR63","n/a","0","n/a","0","n/a","n/a","n/a"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,"5",NA,"N",0.037,7.2,"S","NC","NC","PR","NC","AB",NA,"6","SAA052911"
"4067","SAACHC0009-59012","SAACHC0009",59012,0.3,0.4,"2B21b","LC","NC","S","10YR53","10YR63","n/a","0","n/a","0","n/a","n/a","n/a"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,"5",NA,"N",NA,NA,"S","NC","NC","PR","NC","AB",NA,"6",""
"4068","SAACHC0009-59012","SAACHC0009",59012,0.4,0.5,"2B22b","MHC","NC","F","2.5Y52","2.5Y62","n/a","0","n/a","2","1","M","S"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,"3",NA,"N",0.061,7.3,"S","NC","NC","AB","NC","LE",NA,"5","SAA052912"
"4069","SAACHC0009-59012","SAACHC0009",59012,0.5,0.6,"2B22b","MHC","NC","F","2.5Y52","2.5Y62","n/a","0","n/a","2","1","M","S"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,"3",NA,"N",NA,NA,"S","NC","NC","AB","NC","LE",NA,"5",""
"4070","SAACHC0009-59012","SAACHC0009",59012,0.6,0.7,"2B23b","MHC","NC","NC","2.5Y52","2.5Y62","n/a","0","n/a","2","1","M","S"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,"3",NA,"N",0.043,7.4,"S","NC","NC","AB","NC","LE",NA,"5","SAA052913"
"4071","SAACHC0009-59012","SAACHC0009",59012,0.7,0.8,"2B23b","MHC","NC","NC","2.5Y52","2.5Y62","n/a","0","n/a","2","1","M","S"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,"3",NA,"N",NA,NA,"S","NC","NC","AB","NC","LE",NA,"5",""
"4072","SAACHC0009-59012","SAACHC0009",59012,0.8,0.9,"2B24b","MC","NC","S","2.5Y52","2.5Y62","n/a","0","n/a","2","1","M","S"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,"3",NA,"N",0.049,7.4,"S","NC","NC","AB","NC","LE",NA,"5","SAA052914"
"4073","SAACHC0009-59012","SAACHC0009",59012,0.9,1,"2B24b","MC","NC","S","2.5Y52","2.5Y62","n/a","0","n/a","2","1","M","S"," Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Permeability =1. Cracking observed from 20-40cm.  Sodic from the top of B horizon as slight dispersion after 2 hours observed. Profile appears to be polygenetic with wind blown sands over the clay B horizon, but classified as a Sodosol. All bulk densities taken. Paired with SAACHC0008. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054232, 10-20cm (9 subsites) SAA054233, 20-30cm (9 subsites) SAA054234.",45,"3",NA,"N",NA,NA,"S","NC","NC","AB","NC","LE",NA,"5",""
"4074","SAACHC0011-59018","SAACHC0011",59018,0,0.1,"A1","MC","NC","F","10YR52","10YR62","n/a","0","n/a","0","n/a","n/a","n/a","Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Sodic from the surface. Permeability =1.   All bulk densities taken. Paired with SAACHC0010. Gilgai (type= C component=M Proportion= B VI=0.1, HI 3.0). Pit only dug to 35cm for bulk densities and not sampled. Soil description for SAACHC0010 can be used for this site. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054238, 10-20cm (9 subsites) SAA054239, 20-30cm (9 subsites) SAA054240.",45,"2",NA,"N",NA,NA,"W","NC","NC","NC","NC","AB",NA,NA,""
"4075","SAACHC0011-59018","SAACHC0011",59018,0.1,0.2,"B21","MC","NC","F","10YR52","10YR62","n/a","0","n/a","0","n/a","n/a","n/a","Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Sodic from the surface. Permeability =1.   All bulk densities taken. Paired with SAACHC0010. Gilgai (type= C component=M Proportion= B VI=0.1, HI 3.0). Pit only dug to 35cm for bulk densities and not sampled. Soil description for SAACHC0010 can be used for this site. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054238, 10-20cm (9 subsites) SAA054239, 20-30cm (9 subsites) SAA054240.",45,"3",NA,"N",NA,NA,"S","NC","NC","AB","NC","AB",NA,"5",""
"4076","SAACHC0011-59018","SAACHC0011",59018,0.2,0.35,"B22","MC","NC","F","10YR52","10YR62","n/a","0","n/a","0","n/a","n/a","n/a","Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Sodic from the surface. Permeability =1.   All bulk densities taken. Paired with SAACHC0010. Gilgai (type= C component=M Proportion= B VI=0.1, HI 3.0). Pit only dug to 35cm for bulk densities and not sampled. Soil description for SAACHC0010 can be used for this site. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054238, 10-20cm (9 subsites) SAA054239, 20-30cm (9 subsites) SAA054240.",45,"5",NA,"N",NA,NA,"S","NC","NC","PR","NC","AB",NA,"6",""
"4077","SAACHC0014-59019","SAACHC0014",59019,0,0.15,"A1","SCL","NC","F","10YR53","10YR73","n/a","0","n/a","0","n/a","n/a","n/a","  Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Cracking to 40cm. Permeability =1 All bulk densities taken. Paired with SAACHC0015, pit only dug to 50cm to get bulk density samples. Soil is the same as SAACHC0015. Gilgai type =N, component = mound, propotion= B, VI=0.1m, HI 5.0m. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054247, 10-20cm (9 subsites) SAA054248, 20-30cm (9 subsites) SAA054249.",13,"3",NA,"N",0.124,8.4,"W","NC","NC","NC","NC","AB",NA,NA,"SAA054072"
"4078","SAACHC0014-59019","SAACHC0014",59019,0.15,0.25,"2B21b","LMC","NC","F","10YR53","10YR63","n/a","0","n/a","0","n/a","n/a","n/a","  Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Cracking to 40cm. Permeability =1 All bulk densities taken. Paired with SAACHC0015, pit only dug to 50cm to get bulk density samples. Soil is the same as SAACHC0015. Gilgai type =N, component = mound, propotion= B, VI=0.1m, HI 5.0m. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054247, 10-20cm (9 subsites) SAA054248, 20-30cm (9 subsites) SAA054249.",13,"5",NA,"N",0.134,7.9,"S","NC","NC","PR","NC","AB",NA,"6","SAA054073"
"4079","SAACHC0014-59019","SAACHC0014",59019,0.25,0.4,"2B21b","LMC","NC","F","10YR53","10YR63","n/a","0","n/a","0","n/a","n/a","n/a","  Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Cracking to 40cm. Permeability =1 All bulk densities taken. Paired with SAACHC0015, pit only dug to 50cm to get bulk density samples. Soil is the same as SAACHC0015. Gilgai type =N, component = mound, propotion= B, VI=0.1m, HI 5.0m. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054247, 10-20cm (9 subsites) SAA054248, 20-30cm (9 subsites) SAA054249.",13,"5",NA,"N",0.88,7.9,"S","NC","NC","PR","NC","AB",NA,"6","SAA054074"
"4080","SAACHC0014-59019","SAACHC0014",59019,0.4,0.5,"2B22b","MC","NC","F","10YR53","10YR62","n/a","0","n/a","1","1","K","S","  Site selected for Innamincka Regional Reserve Veg productivity project.  Land system mapped as Cooper (Pastoral District Land Systems) and no soil information is available. Geology mapped as Holocene alluvium-Qha1. Cracking to 40cm. Permeability =1 All bulk densities taken. Paired with SAACHC0015, pit only dug to 50cm to get bulk density samples. Soil is the same as SAACHC0015. Gilgai type =N, component = mound, propotion= B, VI=0.1m, HI 5.0m. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA054247, 10-20cm (9 subsites) SAA054248, 20-30cm (9 subsites) SAA054249.",13,"4",NA,"NC",0.057,7.9,"S","NC","NC","NC","NC","LE",NA,NA,"SAA054075"
"4081","SAAKAN0006-58900","SAAKAN0006",58900,0.05,0.15,"A31","CLS","-","F","10YR54","NC","n/a","0","n/a","NC","NC","NC","NC","Land unit mapped as GRNFVZ- level plateau surfaces (Grainger land system) 5.4% of land system. Soil type does not match soil types (Soils of Southern South Australia, 2009). Bulk density for only 0-10cm taken. Dispersion of 2 @10cm. Lithology- fine sandstone. Geology mapped as Tp/fe. Permeability =2. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 052403, 10-20cm (9 subsites) SAA 052404, 20-30cm (9 subsites) SAA 052405.",42,"3",NA,"N",0.026,6.2,"M","NC","NC","NC","NC","SB",NA,NA,"SAA052148"
"4082","SAAKAN0006-58900","SAAKAN0006",58900,0.15,0.3,"A32","CLS","NC","F","10YR63","NC","n/a","0","n/a","NC","NC","NC","NC","Land unit mapped as GRNFVZ- level plateau surfaces (Grainger land system) 5.4% of land system. Soil type does not match soil types (Soils of Southern South Australia, 2009). Bulk density for only 0-10cm taken. Dispersion of 2 @10cm. Lithology- fine sandstone. Geology mapped as Tp/fe. Permeability =2. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 052403, 10-20cm (9 subsites) SAA 052404, 20-30cm (9 subsites) SAA 052405.",42,"3",NA,"N",0.023,6.1,"M","NC","NC","NC","NC","SB",NA,NA,"SAA052149"
"4083","SAAKAN0006-58900","SAAKAN0006",58900,0.3,0.5,"B2","LMC","NC","NC","10YR76","10YR84","O","2","1","NC","NC","NC","NC","Land unit mapped as GRNFVZ- level plateau surfaces (Grainger land system) 5.4% of land system. Soil type does not match soil types (Soils of Southern South Australia, 2009). Bulk density for only 0-10cm taken. Dispersion of 2 @10cm. Lithology- fine sandstone. Geology mapped as Tp/fe. Permeability =2. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 052403, 10-20cm (9 subsites) SAA 052404, 20-30cm (9 subsites) SAA 052405.",42,"4",NA,"N",0.032,5.7,"S","NC","NC","NC","NC","PR",NA,"5","SAA052150"
"4084","SAAKAN0006-58900","SAAKAN0006",58900,0.5,0.6,"C","SCL","NC","F","NC","NC","NC","NC","NC","NC","NC","NC","NC","Land unit mapped as GRNFVZ- level plateau surfaces (Grainger land system) 5.4% of land system. Soil type does not match soil types (Soils of Southern South Australia, 2009). Bulk density for only 0-10cm taken. Dispersion of 2 @10cm. Lithology- fine sandstone. Geology mapped as Tp/fe. Permeability =2. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 052403, 10-20cm (9 subsites) SAA 052404, 20-30cm (9 subsites) SAA 052405.",42,NA,NA,"N",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,""
"4085","SAAKAN0006-58900","SAAKAN0006",58900,0.6,0.7,"C","SCL","NC","F","NC","NC","NC","NC","NC","NC","NC","NC","NC","Land unit mapped as GRNFVZ- level plateau surfaces (Grainger land system) 5.4% of land system. Soil type does not match soil types (Soils of Southern South Australia, 2009). Bulk density for only 0-10cm taken. Dispersion of 2 @10cm. Lithology- fine sandstone. Geology mapped as Tp/fe. Permeability =2. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 052403, 10-20cm (9 subsites) SAA 052404, 20-30cm (9 subsites) SAA 052405.",42,NA,NA,"N",0.021,5.4,"NC","NC","NC","NC","NC","NC",NA,NA,"SAA052151"
"4086","SAAKAN0006-58900","SAAKAN0006",58900,0.7,0.9,"C","SCL","NC","F","NC","NC","NC","NC","NC","NC","NC","NC","NC","Land unit mapped as GRNFVZ- level plateau surfaces (Grainger land system) 5.4% of land system. Soil type does not match soil types (Soils of Southern South Australia, 2009). Bulk density for only 0-10cm taken. Dispersion of 2 @10cm. Lithology- fine sandstone. Geology mapped as Tp/fe. Permeability =2. Barcodes for bulk samples for 0-10 cm (9 subsites) SAA 052403, 10-20cm (9 subsites) SAA 052404, 20-30cm (9 subsites) SAA 052405.",42,NA,NA,"N",NA,NA,"NC","NC","NC","NC","NC","NC",NA,NA,""
"4087","QDAEIU0006-58966","QDAEIU0006",58966,0,0.1,"A1","CLS","NC","F","2.5YR23","2.5YR24","n/a","0","n/a","0","n/a","n/a","n/a","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"3",NA,"N",0.025,7.7,"M","NC","NC","NC","NC","PO",NA,NA,"QDA055920"
"4088","QDAEIU0006-58966","QDAEIU0006",58966,0.1,0.2,"A3","LC","NC","F","2.5YR24","NC","n/a","0","n/a","0","n/a","n/a","n/a","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"2",NA,"N",0.013,7.5,"S","NC","NC","PO","NC","PO",NA,"3","QDA055921"
"4089","QDAEIU0006-58966","QDAEIU0006",58966,0.2,0.3,"B1","LMC","NC","F","2.5YR24","NC","n/a","0","n/a","0","n/a","n/a","n/a","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"2",NA,"N",0.012,7.4,"S","NC","NC","PO","NC","PO",NA,"4","QDA055922"
"4090","QDAEIU0006-58966","QDAEIU0006",58966,0.3,0.4,"B21","MC","NC","NC","10R36","NC","n/a","0","n/a","0","n/a","n/a","n/a","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"2",NA,"N",NA,NA,"S","NC","NC","PO","NC","PO",NA,"5",""
"4091","QDAEIU0006-58966","QDAEIU0006",58966,0.4,0.5,"B21","MC","NC","NC","10R36","NC","n/a","0","n/a","0","n/a","n/a","n/a","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"2",NA,"N",NA,NA,"S","NC","NC","PO","NC","PO",NA,"5",""
"4092","QDAEIU0006-58966","QDAEIU0006",58966,0.5,0.6,"B21","MC","NC","NC","10R36","NC","n/a","0","n/a","0","n/a","n/a","n/a","Soil description can also be used for QDAEIU0007 as plots shared a boundary. 1% very gently undulating simple slope on plateau > to 5% below SW corner. Permeability = 3. All horizons are subplastic. All bulk densities taken. Horizon 5 has hard balls of clay which are indurated, which were called argillaceous nodules? Site is mapped as Boorooman land system, but land unit and soils do not match (Land Systems survey of the Leichhardt-Gilbert area ZEG2). Geology mapped as TQr. Barcodes for bulk samples for 0-10 cm (9 subsites) QDA058295, 10-20cm (9 subsites) QDA058296, 20-30cm (9 subsites) QDA058297.",45,"2",NA,"N",0.013,7.3,"S","NC","NC","PO","NC","PO",NA,"5","QDA055923"
