"","window","QDACYP0020.adjusted.R2","window","NSTSYB0006.adjusted.R2","window","NTAFIN0015.adjusted.R2","window","SATFLB0020.adjusted.R2","window","SATFLB0003.adjusted.R2","window","WAACAR0002.adjusted.R2","window","NSANAN0002.adjusted.R2","window","NSACOP0001.adjusted.R2","window","NSAMDD0011.adjusted.R2","window","QDACHC0003.adjusted.R2","window","NSAMUL0003.adjusted.R2","window","NTAGFU0034.adjusted.R2","window","WAAGAS0001.adjusted.R2","window","NSANSS0002.adjusted.R2","window","QDAMUL0003.adjusted.R2","window","NSABBS0001.adjusted.R2","window","QDAGUP0006.adjusted.R2","window","NSTSYB0003.adjusted.R2","window","WAAPIL0023.adjusted.R2","window","SATFLB0022.adjusted.R2","window","QDAMGD0025.adjusted.R2","window","NSANAN0001.adjusted.R2","window","NTAGFU0030.adjusted.R2","window","QDASEQ0004.adjusted.R2","window","QDAMUL0002.adjusted.R2","window","SAAFLB0008.adjusted.R2","window","TCATCH0004.adjusted.R2","window","NTAFIN0003.adjusted.R2","window","QDABBN0002.adjusted.R2","window","NSAMDD0020.adjusted.R2","window","WAACOO0024.adjusted.R2","window","SAAEYB0028.adjusted.R2","window","WAACOO0029.adjusted.R2","window","SAAKAN0009.adjusted.R2","window","SAASTP0023.adjusted.R2","window","SAASTP0034.adjusted.R2","window","SASMDD0009.adjusted.R2","window","WAACOO0016.adjusted.R2","window","WAACOO0026.adjusted.R2","window","SAAEYB0021.adjusted.R2","window","WAANUL0003.adjusted.R2","window","SAAEYB0001.adjusted.R2","window","NSTSYB0005.adjusted.R2","window","NTAFIN0018.adjusted.R2","window","WAAPIL0010.adjusted.R2","window","QDAGUP0021.adjusted.R2","window","QDABBS0010.adjusted.R2","window","QDACYP0018.adjusted.R2","window","SAAFLB0005.adjusted.R2","window","WAACOO0007.adjusted.R2","window","SAASTP0033.adjusted.R2","window","SATFLB0023.adjusted.R2","window","WAAGES0001.adjusted.R2","window","NSABHC0011.adjusted.R2","window","NSAMDD0028.adjusted.R2","window","SASMDD0014.adjusted.R2","window","WAALSD0002.adjusted.R2","window","WAACAR0004.adjusted.R2","window","SAAGAW0008.adjusted.R2","window","WAACOO0027.adjusted.R2","window","WAANOK0006.adjusted.R2","window","NTTDMR0003.adjusted.R2","window","NTASTU0004.adjusted.R2","window","TCATNM0003.adjusted.R2","window","QDASSD0015.adjusted.R2","window","QDACYP0006.adjusted.R2","window","QDAGUP0009.adjusted.R2","window","SAAFLB0003.adjusted.R2","window","WAAPIL0031.adjusted.R2","window","QDAMGD0023.adjusted.R2","window","TCATNM0001.adjusted.R2","window","NTADAC0001.adjusted.R2","window","SASMDD0005.adjusted.R2","window","WAAAVW0006.adjusted.R2","window","NSAMDD0001.adjusted.R2","window","NTAFIN0006.adjusted.R2","window","SAAEYB0029.adjusted.R2","window","NTAGFU0020.adjusted.R2","window","WAAPIL0024.adjusted.R2","window","SATFLB0019.adjusted.R2","window","QDABBS0002.adjusted.R2","window","QDAGUP0019.adjusted.R2","window","QDAEIU0005.adjusted.R2","window","QDACYP0022.adjusted.R2","window","VCAAUA0012.adjusted.R2","window","QDAMGD0002.adjusted.R2","window","QDAMGD0024.adjusted.R2","window","NTAGFU0014.adjusted.R2","window","NTADMR0001.adjusted.R2","window","WAACOO0030.adjusted.R2"
"11",51,0.0229804311843377,51,0.00415823478369415,51,0.0744571664770987,51,0.0678101097458591,51,0.0628599019364985,51,0.205406201641363,51,0.0289560537008314,51,0.0829685091717328,51,0.000343375391959277,51,0.391713661251497,51,0.095610989668436,51,0.319201575858936,51,0.0702872755555433,51,0.0527748758479609,51,0.130087466674513,51,0.231414135176702,51,0.191650958454214,51,-0.000660567719510174,51,0.136452158725059,51,0.0651250129989841,51,0.328966231005338,51,0.0014906504717288,51,0.432572402818168,51,0.0599785576126388,51,0.0724847843701134,51,0.139344068691355,51,0.0167624451055276,51,0.0359760746982049,51,0.288361732997879,51,0.195356277741948,51,0.00607486545473035,51,0.00277758447704635,51,0.00367747793124318,51,0.0195051617937084,51,0.254150532682893,51,0.142882395461722,51,0.116454210273638,51,0.0553967021822104,51,0.00405591935402294,51,0.0813156630722592,51,0.0675446881436346,51,0.537242282535137,51,-0.00174101284988915,51,0.204976527813448,51,0.183153800219192,51,0.44459643084457,51,0.158287402023334,51,0.0560474043918525,51,0.106398655440135,51,0.0115174772849708,51,0.116061430054659,51,0.107000634894237,51,0.204034996325738,51,0.392694387686951,51,0.208284215864595,51,0.0841240005009037,51,0.0499618044376331,51,0.312076770660341,51,0.102029362090446,51,0.00655474710533965,51,0.408592046943908,51,0.485088684115709,51,0.620473796418992,51,0.0476738587893168,51,0.245867638435727,51,0.439983289788774,51,0.423883348652913,51,0.241862706380646,51,0.118033711854766,51,0.17275760898888,51,-0.00134825851009901,51,0.377038004623179,51,0.173396232119453,51,0.294583833653484,51,0.163926862114874,51,0.271879707324327,51,0.084010200123424,51,0.223369963802733,51,0.362975313524671,51,0.113383952134817,51,0.385846470636405,51,0.101299177345072,51,0.209119503186216,51,0.145055027004507,51,0.0267177542898905,51,0.340319695899317,51,0.213650875824179,51,0.438930803004992,51,0.141444808796736,51,0.187286753875188
"12",56,0.0269088086461056,56,0.0025421878188383,56,0.083562375218996,56,0.0769772117204593,56,0.0625434662853733,56,0.215933144558725,56,0.033258045118274,56,0.0883409798438702,56,0.000711001995365446,56,0.412920190976621,56,0.106823313172454,56,0.343758695862264,56,0.0815090660283264,56,0.062220571846366,56,0.150276179099822,56,0.236311121212173,56,0.216338486971854,56,-0.000794149102209873,56,0.146081131552477,56,0.0722253887914382,56,0.318127165583457,56,0.00285954544166667,56,0.468596777566638,56,0.0578982565879219,56,0.0839611957333729,56,0.139745261525955,56,0.0144245381299908,56,0.0422605966188873,56,0.32761667404699,56,0.208093520613584,56,0.00910325500060827,56,0.00266414315179908,56,0.00640246844435344,56,0.0176556847024567,56,0.264874269422479,56,0.155673780885257,56,0.129183358825177,56,0.066676585830811,56,0.00633880808763132,56,0.0849758828025122,56,0.0764982516846369,56,0.556580871091141,56,-0.00119520478500279,56,0.208751672617495,56,0.2005294944313,56,0.466661190372937,56,0.175575030973274,56,0.0601286910045735,56,0.116866395699623,56,0.0147550333516433,56,0.125369690827651,56,0.120487587389704,56,0.202245717188387,56,0.415305320188973,56,0.224027752423569,56,0.0929402299043103,56,0.0559086498348778,56,0.320317975011585,56,0.108062956745715,56,0.01023467246972,56,0.424326927305928,56,0.521840746352399,56,0.648663729313139,56,0.0545572685490144,56,0.273794493031818,56,0.461266475025895,56,0.458602783615682,56,0.241813086887659,56,0.126900783529884,56,0.190935125697634,56,-0.000236259749344381,56,0.392658206472567,56,0.189536421973688,56,0.318842242979947,56,0.173653802822925,56,0.283835305216331,56,0.0866783709002532,56,0.254036284400531,56,0.383173797512081,56,0.13293330148452,56,0.406202052585178,56,0.0931323550808589,56,0.230897733614775,56,0.158337571928621,56,0.0296251683143605,56,0.35461573223287,56,0.215551992165431,56,0.469134511266226,56,0.158610787594784,56,0.211908175533077
"13",61,0.0295655328409318,61,0.00294650540939545,61,0.0978573048789236,61,0.0843374300935454,61,0.065444068513413,61,0.241806426313274,61,0.04076616071817,61,0.100688364121594,61,0.00178680633235695,61,0.422666358085124,61,0.123702054385213,61,0.362329175546999,61,0.0844090160895761,61,0.0672954017822071,61,0.165043824451109,61,0.249475867266156,61,0.237874770984909,61,-0.00087380257026437,61,0.154701250687411,61,0.0766815688291907,61,0.316981611460404,61,0.0045511948757494,61,0.500898853135742,61,0.0691193111402083,61,0.0954969411046577,61,0.152373770805481,61,0.0128674823744421,61,0.0455554943789798,61,0.335645536165265,61,0.217740327779804,61,0.0112317041227018,61,0.00192161268462687,61,0.00839676478456863,61,0.0171880588122405,61,0.284429951790761,61,0.161911106004234,61,0.138431420613726,61,0.0750538530373406,61,0.00794476224935692,61,0.0840972682971082,61,0.0857566898380113,61,0.586032820871352,61,-0.00112211772781534,61,0.217372894647312,61,0.208343813012274,61,0.484851785109273,61,0.18797669754061,61,0.0665622698722851,61,0.128965745087924,61,0.0162147016627011,61,0.130767006756679,61,0.128284901576282,61,0.204491597686807,61,0.420799587881234,61,0.251499444026068,61,0.102520352947229,61,0.0585402396860598,61,0.354831035530783,61,0.112310478271107,61,0.0142110783979571,61,0.441267232376266,61,0.55024090711187,61,0.669716613960559,61,0.0613208037858709,61,0.292184396178485,61,0.484345840086677,61,0.499145417965477,61,0.244482642804127,61,0.136569469737237,61,0.202878550196124,61,-0.000753002824098292,61,0.39741907715059,61,0.203961423457899,61,0.342510809784967,61,0.180605931933454,61,0.297800659232051,61,0.0954091692629444,61,0.281314702621759,61,0.413938799928824,61,0.148018842008275,61,0.423622543216757,61,0.0873167664296446,61,0.248773160079147,61,0.178469091400619,61,0.0255601530242712,61,0.380508968248964,61,0.226050986107642,61,0.497735920502693,61,0.176583949543927,61,0.219816411206802
"14",66,0.032983251452652,66,0.00486403360578869,66,0.106177487411396,66,0.0911990398167605,66,0.0613088476948247,66,0.264678636131913,66,0.0456353457500249,66,0.114923324541406,66,0.00140761523456212,66,0.440025431036657,66,0.142487886464638,66,0.382357185841301,66,0.0878314678313724,66,0.0717974575168184,66,0.173671907266442,66,0.248017992364825,66,0.255055679039034,66,-0.000565336286983964,66,0.171136525611515,66,0.083413127094497,66,0.318043359360098,66,0.00634753164162727,66,0.52706654451245,66,0.0818411875417997,66,0.0998023146047829,66,0.157222006121033,66,0.0113932437451835,66,0.0491313911337578,66,0.352289819986398,66,0.228439094672667,66,0.0128612263180857,66,0.00151487672670103,66,0.010258027722851,66,0.013724963280234,66,0.318449227019329,66,0.163371574814694,66,0.142872813068578,66,0.0873400618169693,66,0.0104095015714928,66,0.0803499751395836,66,0.0918496389225136,66,0.612350641440617,66,-0.00104225649579615,66,0.235360689489576,66,0.227185066511167,66,0.494385778173984,66,0.187495485089084,66,0.0680201965338503,66,0.13238943347192,66,0.0181288638349699,66,0.128323869385344,66,0.140706977766845,66,0.211406048757719,66,0.448912677810136,66,0.271793053143855,66,0.105927793627988,66,0.0642871058838171,66,0.383273401153889,66,0.129039459110293,66,0.0160302875059549,66,0.453670923342753,66,0.576807102695774,66,0.685927291706971,66,0.0691200370412661,66,0.322657049647964,66,0.503698973874821,66,0.517761247223469,66,0.246730687001759,66,0.150530506310196,66,0.217760506781053,66,-0.000500834402449746,66,0.400843979926564,66,0.210128603903662,66,0.344116675587898,66,0.188081779929902,66,0.314668999059037,66,0.097048458747217,66,0.307792999502064,66,0.439835015020556,66,0.159171153936415,66,0.434949221914501,66,0.086322811550124,66,0.265544582267148,66,0.195336021924955,66,0.0287443247619772,66,0.389978388411822,66,0.234264687042286,66,0.520084869310111,66,0.195868209802543,66,0.221819159000299
"15",71,0.0372332009246058,71,0.0049875335405245,71,0.112565091399804,71,0.0987576799899246,71,0.0574744989669705,71,0.271815924074931,71,0.0512426210061102,71,0.121341690182573,71,0.0024776352259458,71,0.458978175949168,71,0.159514730792881,71,0.403080617942255,71,0.0934412525588793,71,0.0765125748645286,71,0.196948359788012,71,0.259262541671913,71,0.277706940423222,71,0.000134531985540032,71,0.180851957168376,71,0.0909344410174816,71,0.314880557305961,71,0.00787683047614129,71,0.554552322678181,71,0.0915542379800576,71,0.117596003728397,71,0.162008510233241,71,0.00806300952346684,71,0.0540443785917639,71,0.373870786539321,71,0.242064209466046,71,0.0182955710805395,71,0.000922254033570824,71,0.0150494571145824,71,0.0129559699698308,71,0.311429186443882,71,0.168324967877792,71,0.155362187850219,71,0.0930503354604472,71,0.0141624320453326,71,0.0772723584281003,71,0.0968075986179904,71,0.627869109008929,71,-0.00106908053440113,71,0.246224176710655,71,0.235741305417504,71,0.504438663524693,71,0.187344327029753,71,0.0698238073610266,71,0.142086390154402,71,0.0172259644481288,71,0.135336533993412,71,0.144355027150861,71,0.214525856701049,71,0.453149249661646,71,0.286343793838179,71,0.112578609827381,71,0.0693337118286194,71,0.394939679035652,71,0.140072780118869,71,0.0189264361662591,71,0.463475209460541,71,0.588372180797231,71,0.689108456447292,71,0.0663168736536526,71,0.332258732499394,71,0.519008928085165,71,0.541221056792134,71,0.25536310066713,71,0.15989409125527,71,0.232622157499033,71,0.000496772927367606,71,0.401346909114392,71,0.226464302009579,71,0.379579473229384,71,0.1972544446542,71,0.322218225224742,71,0.106999402901754,71,0.333010800428346,71,0.457670927632029,71,0.178025275699875,71,0.454128288534395,71,0.0825398866820175,71,0.280076863003114,71,0.216712472349288,71,0.0271321845830725,71,0.405455862430133,71,0.238584499489503,71,0.53473255135092,71,0.209643812808641,71,0.226412480946896
"16",76,0.0387869053871279,76,0.00533899841624441,76,0.123924922822655,76,0.108293958559545,76,0.0584999298038906,76,0.288681954031786,76,0.0589291602800208,76,0.130963828651756,76,0.00262021281337088,76,0.462347874057197,76,0.171047462392937,76,0.418410642025737,76,0.100203832152792,76,0.0780742320688287,76,0.205493003673754,76,0.268458181876931,76,0.304050056833342,76,0.00171491148725611,76,0.196353676308687,76,0.0977037186643182,76,0.316112416136816,76,0.0109046409338995,76,0.576414777062849,76,0.100751849847523,76,0.127335921038823,76,0.174404965351007,76,0.00616829279720932,76,0.060153066655268,76,0.375163813727877,76,0.260153311679243,76,0.0207582375121217,76,2.86299274939728e-05,76,0.0169905784605802,76,0.0108946381651961,76,0.311330510047411,76,0.173055146835719,76,0.156170243079206,76,0.110669849181389,76,0.0175763966634956,76,0.0787424581076248,76,0.107763729444388,76,0.642309142076404,76,-0.000656850083883054,76,0.260880054735064,76,0.247246228036569,76,0.512932966400798,76,0.193288076858535,76,0.0736494558267897,76,0.149359818324206,76,0.0156369945369828,76,0.140396649213013,76,0.158144731170539,76,0.21995192647394,76,0.457668932015008,76,0.308685633740582,76,0.107149268580255,76,0.0717372195113559,76,0.4162335030525,76,0.145877785188137,76,0.0230427196051117,76,0.468099458543087,76,0.605981651259567,76,0.701418789791869,76,0.0738246637183266,76,0.342223610265222,76,0.535985500882697,76,0.556118778113879,76,0.262817581913403,76,0.17591232489806,76,0.244860842467604,76,0.00191660749115397,76,0.399805109978743,76,0.226875025898323,76,0.396551251395893,76,0.195860401403933,76,0.336226425661716,76,0.106647341214101,76,0.354252659575195,76,0.483251506181297,76,0.195734627245051,76,0.451996202001479,76,0.0790923737639174,76,0.294236807022673,76,0.233611702722286,76,0.0240479189949553,76,0.419375969285139,76,0.240238021195048,76,0.550031505458515,76,0.222994279461914,76,0.230793564223592
"17",81,0.0429611800893293,81,0.00447633086107113,81,0.137041671667858,81,0.115283701691177,81,0.0515172312265598,81,0.301785775562694,81,0.0627474171192945,81,0.138906161518032,81,0.00370993424708599,81,0.474520623406168,81,0.185914968620388,81,0.431643971256964,81,0.108266930244446,81,0.0823636805659193,81,0.215918164232277,81,0.270698134996491,81,0.324806981724267,81,0.00161939550763435,81,0.208262102753529,81,0.103262806460446,81,0.31334326109449,81,0.0116432499314834,81,0.589405329737267,81,0.104077448513935,81,0.136281695535151,81,0.177294063585975,81,0.00402176201804127,81,0.0656392868345124,81,0.382946285564786,81,0.256600973936414,81,0.0252771657662959,81,8.08336013707889e-05,81,0.0227253320321371,81,0.00960710982364854,81,0.312416322944383,81,0.182743078978762,81,0.16498051586831,81,0.117659242535044,81,0.0227212256884439,81,0.0727015022327259,81,0.112005293441327,81,0.658352528927985,81,-0.000220735900429814,81,0.287324714030293,81,0.270445428186991,81,0.523574321249263,81,0.196230255608199,81,0.0745446050586773,81,0.143598444648332,81,0.0149727612443779,81,0.152840196237716,81,0.165016510619665,81,0.217122078953664,81,0.474141703788917,81,0.318196809326294,81,0.1109473895703,81,0.0777781549498584,81,0.426659460694091,81,0.161894656626247,81,0.0296586324405911,81,0.466024794163525,81,0.615436117894878,81,0.698397329369075,81,0.0813066398484282,81,0.349568412049922,81,0.554040908435524,81,0.574192731913352,81,0.258041059936149,81,0.189911454882,81,0.25461960410468,81,0.00270603890129484,81,0.395579785116883,81,0.231294430512322,81,0.415012367101607,81,0.203105566768109,81,0.344974365706273,81,0.101912142298501,81,0.373044470588871,81,0.500039747088134,81,0.209244087400716,81,0.452239112438188,81,0.0765902619404164,81,0.307613620891145,81,0.253576890220412,81,0.0274491919526085,81,0.419378260027071,81,0.236838900942944,81,0.560798488238405,81,0.240012684978216,81,0.234798102634008
"18",86,0.0473986855974208,86,0.00317920417940176,86,0.143218069548603,86,0.126925036748453,86,0.0518071186156061,86,0.313561455919978,86,0.0654753249351195,86,0.148566881589797,86,0.00323505948582592,86,0.484241890966003,86,0.204974873482421,86,0.436639938303279,86,0.112814955595057,86,0.0886360013729306,86,0.229171876730702,86,0.278022940059484,86,0.346072103162698,86,0.00137298944558517,86,0.218094272155788,86,0.113982753168686,86,0.309955520755354,86,0.0153036847090952,86,0.60710111343928,86,0.109144666485997,86,0.14900724944719,86,0.183394051176151,86,0.00365415410753356,86,0.0683033322849861,86,0.39830454014981,86,0.265132488236893,86,0.0273759554295475,86,2.67962710034375e-05,86,0.0237130432624667,86,0.00756001995839239,86,0.30451394502996,86,0.186587621204422,86,0.167400703675487,86,0.126503178944609,86,0.0227233765461013,86,0.0714594746184734,86,0.124285823957904,86,0.663757749369966,86,-0.000624373689010804,86,0.29168107014227,86,0.285751506302167,86,0.52933382946157,86,0.194976625640155,86,0.0761650351829244,86,0.159125427742841,86,0.0149296124405187,86,0.158037306082013,86,0.192009173997746,86,0.22128311670024,86,0.480288832485475,86,0.33686179796667,86,0.114561272481798,86,0.0876924603930896,86,0.437869169064672,86,0.163699900781113,86,0.0285430173423782,86,0.467189371559462,86,0.622578707180466,86,0.694307938088167,86,0.0856764918744509,86,0.351808320450013,86,0.566815362638528,86,0.581051695349841,86,0.256827093749835,86,0.200286565483149,86,0.266967122215407,86,0.00406581631558844,86,0.391540785037938,86,0.235712678278242,86,0.423155353670107,86,0.203561522621179,86,0.339631646677009,86,0.105771674872527,86,0.390501947163884,86,0.504578426245477,86,0.229785554536689,86,0.458973708783375,86,0.0757662312108165,86,0.324172107236908,86,0.278334264065961,86,0.0269214822037837,86,0.429801287290638,86,0.238972309444909,86,0.569684124297158,86,0.253623618009134,86,0.253974774967543
"19",91,0.0549008889039064,91,0.00653913475256696,91,0.150727835230966,91,0.133005114889882,91,0.0495619910542406,91,0.322053357970553,91,0.0711667255808588,91,0.156060372360014,91,0.00425425089033726,91,0.482065718124794,91,0.213457444144395,91,0.445583980744382,91,0.115919842023521,91,0.091445263957303,91,0.241446816977148,91,0.280634981499143,91,0.363076037206347,91,0.00139435271713917,91,0.229940371771541,91,0.121447585595769,91,0.30211393801134,91,0.0175935438359883,91,0.625878323799407,91,0.116685209077821,91,0.156361476372544,91,0.178241409456333,91,0.00422633932938032,91,0.0701197412539051,91,0.413454847279272,91,0.274428257314987,91,0.0335399043932416,91,-0.000289598533091517,91,0.0252218649671301,91,0.00771955401275393,91,0.292464934252955,91,0.217130591636346,91,0.164994307829673,91,0.134657297204176,91,0.0250575129658599,91,0.0718492823339165,91,0.128638413664755,91,0.669786116403461,91,0.000166716637088227,91,0.297037975067164,91,0.296112952034734,91,0.533051250737052,91,0.195813534786918,91,0.0765070816538342,91,0.161380392054212,91,0.0140393118955331,91,0.193016868884505,91,0.195401473439046,91,0.222880255415535,91,0.486378292108189,91,0.350266669655983,91,0.11733447132913,91,0.0931105040166089,91,0.445796042098437,91,0.173199167731808,91,0.0304656438527736,91,0.467813502132623,91,0.62875409120991,91,0.693722909443068,91,0.092531035333443,91,0.361691152519387,91,0.579620481864522,91,0.579585301872446,91,0.247136865329328,91,0.211373467213384,91,0.282562182681781,91,0.00445699569291258,91,0.385286308227297,91,0.233703767151192,91,0.430438117348851,91,0.199822371434911,91,0.344595134308203,91,0.109996499393905,91,0.40534413344753,91,0.516914265259873,91,0.240260360260859,91,0.456590135914293,91,0.0736638186944354,91,0.340165225312967,91,0.297965592029538,91,0.0258560284280511,91,0.437665869117722,91,0.246055932639124,91,0.569776086168376,91,0.265467285314267,91,0.252277019864397
"20",96,0.0602384526172509,96,0.00603668692187109,96,0.155631406682519,96,0.134226712388092,96,0.0516761453677931,96,0.328099377013375,96,0.0738995940855302,96,0.162973116848973,96,0.00406679481508143,96,0.485649091426627,96,0.231908436908691,96,0.45419172922739,96,0.124883394067708,96,0.0973682861390553,96,0.253812651420336,96,0.289336698392516,96,0.377660748765112,96,0.000802136567239375,96,0.233905592688183,96,0.124308088329932,96,0.296024967270021,96,0.0189768809868935,96,0.637338110995328,96,0.123543053267753,96,0.17043381083978,96,0.173528687599472,96,0.00479830695120387,96,0.0750746771869498,96,0.423565385727756,96,0.279826752690467,96,0.0383100606688476,96,-0.000499942932452591,96,0.0276434422860405,96,0.00562047498593443,96,0.292645655648393,96,0.222314310031016,96,0.164791064946746,96,0.136125631218616,96,0.0271557581460454,96,0.0657164947971369,96,0.133577989826937,96,0.661500623838322,96,0.00024161743256701,96,0.312540003223736,96,0.306898218623201,96,0.533052892440927,96,0.195587861001893,96,0.0768798195641598,96,0.164281809542587,96,0.0137826275321521,96,0.202264026614187,96,0.199286056546204,96,0.220537755196791,96,0.498267996772436,96,0.346327349322178,96,0.114748717202969,96,0.0982455223007389,96,0.444260431831234,96,0.177299875917358,96,0.0363561623418373,96,0.464555698342623,96,0.633624697440439,96,0.683230575162818,96,0.0916356562722388,96,0.365962941832835,96,0.591332634866372,96,0.579187939920516,96,0.241875438382815,96,0.22027588106008,96,0.289720173676706,96,0.00472694800976381,96,0.37945636563542,96,0.228957674400769,96,0.443761631112221,96,0.210148202291217,96,0.342726380853412,96,0.11104724020672,96,0.421356389605654,96,0.519145096373364,96,0.243859887006379,96,0.448924324662575,96,0.0726455053904211,96,0.354147832376568,96,0.317667679654316,96,0.0267397876079718,96,0.442423173464489,96,0.241650033150891,96,0.569422973885816,96,0.28356902296221,96,0.266283603156527
"21",101,0.0650534485393022,101,0.00634326104903216,101,0.160882088213377,101,0.143822249472161,101,0.0543551300777891,101,0.332066342432781,101,0.0773007791047921,101,0.169563572520794,101,0.00508626460516226,101,0.483974686366613,101,0.247289141876359,101,0.464275423138776,101,0.123088554367924,101,0.104018132906614,101,0.26684081307849,101,0.289251613521007,101,0.390969596385521,101,1.67373450161712e-05,101,0.250651049218523,101,0.132466598486637,101,0.289704730127374,101,0.0200229768795704,101,0.651137505279302,101,0.128892072536227,101,0.180799124194942,101,0.175349365460018,101,0.004986547821202,101,0.0803462821838743,101,0.429595378205448,101,0.280126196882672,101,0.0418530207930045,101,-0.000627544393433599,101,0.029719113027675,101,0.00427491846504868,101,0.293756120113233,101,0.23432511134932,101,0.160035773487164,101,0.157479209553163,101,0.0284350902430915,101,0.0598420926589618,101,0.142892476551004,101,0.647925458392572,101,-0.000888715896732117,101,0.326134178230447,101,0.321853491235013,101,0.529969795974028,101,0.194266044944107,101,0.077124176032864,101,0.166985749516637,101,0.0156078925810007,101,0.20588240407394,101,0.217329220136158,101,0.229915961435482,101,0.488861053914122,101,0.356205867312623,101,0.113465787919736,101,0.10582396338563,101,0.450682386575613,101,0.185128000134214,101,0.0399209027963888,101,0.459435072363624,101,0.633005054080433,101,0.669448288501455,101,0.0893047155828258,101,0.374850764191448,101,0.605745519851053,101,0.574865154567041,101,0.238898368615873,101,0.232017893180227,101,0.301483897511736,101,0.00522107410797623,101,0.370195766895873,101,0.227761838020766,101,0.453108290582265,101,0.21226751444822,101,0.338322974926642,101,0.110472918750028,101,0.435443220115902,101,0.522076939114886,101,0.258375709300554,101,0.448785302022206,101,0.0693512235075291,101,0.369535626995123,101,0.334680235701528,101,0.0213550463712061,101,0.442217022063473,101,0.239143596803478,101,0.56991319333695,101,0.294003768882996,101,0.278713962903542
"22",106,0.0712189469458808,106,0.0075553132127304,106,0.169298783044446,106,0.148444293093903,106,0.0495258541589201,106,0.334771180521051,106,0.0802724850710979,106,0.167123667610208,106,0.00530003976457716,106,0.483244019499782,106,0.256742633067411,106,0.469023730676567,106,0.121393545819726,106,0.104898674316363,106,0.281733820495714,106,0.293116210725265,106,0.407383264795173,106,0.00098297743606246,106,0.25906902203861,106,0.137190344083773,106,0.282832623174603,106,0.0209905040245457,106,0.659841480985342,106,0.134564363126887,106,0.191087991113949,106,0.169224240710653,106,0.00563759483646664,106,0.0871543996998168,106,0.440218381429447,106,0.270661595952105,106,0.0498721564022147,106,-0.000383991129680128,106,0.0334013320764639,106,0.00302375664110943,106,0.293817260103295,106,0.262640929250698,106,0.151777687390972,106,0.161689861206196,106,0.0311402600134283,106,0.0516576786711002,106,0.14883400604785,106,0.64656627835065,106,-0.000685345894794187,106,0.337831363258705,106,0.32689624780171,106,0.525725715405202,106,0.191160152623843,106,0.078017421929743,106,0.170961766732255,106,0.0152576249929371,106,0.244620092618902,106,0.225833845512513,106,0.22683414083104,106,0.4918558966542,106,0.363424984904225,106,0.104202102232165,106,0.115481623805319,106,0.452183352503331,106,0.191751640361478,106,0.0470412766119416,106,0.45096767646203,106,0.627730309493732,106,0.653631359542674,106,0.0934454173532662,106,0.370997637699292,106,0.612107175639609,106,0.569560082153986,106,0.235747573546527,106,0.248516527259445,106,0.310938847965087,106,0.00618368622227083,106,0.359739926717386,106,0.219255708223219,106,0.463147687694243,106,0.210880207809536,106,0.346274318231023,106,0.10631867010423,106,0.448992521512666,106,0.525645674545861,106,0.264866660289487,106,0.443979737324557,106,0.065827556195315,106,0.377657916535382,106,0.350922547731065,106,0.0202059951286936,106,0.441090947201079,106,0.25182092278683,106,0.567135554755377,106,0.309072059860818,106,0.298580602919326
