"","site_unique","site_location_name","established_date","description","bioregion_name","landform_pattern","landform_element","site_slope","site_aspect","comments","outcrop_lithology","other_outcrop_lithology","plot_dimensions","site_location_visit_id","visit_start_date","visit_end_date","visit_notes","location_description","erosion_type","erosion_abundance","erosion_state","microrelief","drainage_type","disturbance","climatic_condition","vegetation_condition","observer_veg","observer_soil","described_by","pit_marker_easting","pit_marker_northing","pit_marker_mga_zones","pit_marker_datum","pit_marker_location_method","soil_observation_type","a_s_c","plot_is_100m_by_100m","plot_is_aligned_to_grid","plot_is_permanently_marked","latitude","longitude","point","state","lon_easting","lat_northing"
"243","NTAFIN0001-53519","NTAFIN0001","2013-10-22T00:00:00","Owen Springs Reserve. 63 km South west of Alice Springs","MAC","FLO","PLA","0",NA,"Rhodanthe tietkensii, Polycalymma stuartii sparse forbland to Cenchrus ciliaris tussock grassland with scattered Acacia murrayana and other shrubs and isolated Hakea divaricata trees. Site burnt 1 year previous. Grazing effect minimal but close to very old, long disused set of yards. Introduced plant effect moderate- Cenchrus ciliaris throughout the site but cover relatively low at present. Light rain during site visit but site very dry- most forbs dead and tussock grasses dry. Site re-visited for point intercept. Initial plant collection and soil undertaken in August 2011","NA","NA","100m x 100m.",53519,"2011-10-20T12:00:00","2013-10-20T12:00:00","Initial collections and soil sampled in October 2011. The point intercept was done post fire in  October 2013.Note collection dates in Herbarium list.","Owen Springs Reserve. 63 km South west of Alice Springs","n/a","X","n/a","Z",4,"0","DRY","DRY",1,2,1,344307,7331160,53,"WGS84","DGPS","P","3TEINAOARAEKK-",TRUE,TRUE,TRUE,-24.1243027777778,133.467922222222,"SW","NT",133.467909148867,-24.1243061369359
"244","NTAFIN0001-58735","NTAFIN0001","2013-10-22T00:00:00","Owen Springs Reserve. 63 km South west of Alice Springs","MAC","FLO","PLA","0",NA,"Rhodanthe tietkensii, Polycalymma stuartii sparse forbland to Cenchrus ciliaris tussock grassland with scattered Acacia murrayana and other shrubs and isolated Hakea divaricata trees. Site burnt 1 year previous. Grazing effect minimal but close to very old, long disused set of yards. Introduced plant effect moderate- Cenchrus ciliaris throughout the site but cover relatively low at present. Light rain during site visit but site very dry- most forbs dead and tussock grasses dry. Site re-visited for point intercept. Initial plant collection and soil undertaken in August 2011","NA","NA","100m x 100m.",58735,"2019-05-26T15:22:10","2019-05-26T15:22:10",NA,"Plain, this site sits in an extensive alluvial floodplain. Largely unchanged since previous visit and  not burnt since 2011/2012. Grazing impact lower than previous visit due to lack of food (dry). Land form, element and pattern haven’t changed- sand plain on the edge of Hugh River floodplain .In terms of homogeneity the community sits in extensive flood plain mainly to the east. To the west is the road and rises from there. The SW is 10m in from the road, the community extends 75m from the centre of the plot.","n/a","X","n/a","Z",2,"1L","DRY","DRY",1,32,1,NA,NA,NA,"WGS84","DGPS","NC",NA,TRUE,TRUE,TRUE,-24.1243027777778,133.467922222222,"SW","NT",NA,NA
"245","WAAPIL0035-58419","WAAPIL0035","2016-08-09T17:21:55","South side of Track, 3.6km east of Caramulla Creek on track to Newman from Jigalong via Jimblebar mine, 22.3km east of Wheelarra Hill. 62.8km east of Newman.","PIL","SAN","PLA","0",NA,"Flat plot on a sandplain. Grazing effect is low- camel tracks through the site. Introduced plant effect is low- Cenchrus ciliaris around the base of the Corymbia hamersleyana. Fire- moderately long unburnt. Triodia is quite old. No scarring on Corymbia. Minimal surface strew. Some coarser sands but not separated as gravel. Homogeneity- plot sites within extensive Corymbia/Triodia community- homogenous 100m from the edge of the plot in all directions. North east corner is 60m from narrow access track.","NA","NC",NA,58419,"2016-08-09T17:21:55","2016-08-09T17:21:55",NA,"South side of Track, 3.6km east of Caramulla Creek on track to Newman from Jigalong via Jimblebar mine, 22.3km east of Wheelarra Hil. 62.8km east of Newman.","n/a","X","n/a","VM",5,"0","WET","AVG",1,17,1,228595,7413576,51,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-23.365975,120.344155555556,"SW","WA",120.345130638984,-23.3650268676157
"246","WAAGAS0001-58420","WAAGAS0001","2016-08-08T11:18:01","Jigalong Aboriginal Reserve.  North side of Track, 970m west of abandoned Jigalong Mission Road on track to Newman via Jimblebar mine. 31km west south west of Watch Point.. 100km east north east of Newman.","GAS","ALF","FAN","0",NA,"Flat plot on alluvial fan. Ironstone gravels- some fine but also some larger gravels. Long unburnt- minimal cover to carry a fire. Grazing effect is low- donkeys and camels in surrounding area. Introduced plant species effect is minimal. Community continues 20m beyond the plot in all directions. 30m through to a track south east of the plot.","NA","NC",NA,58420,"2016-08-08T11:18:01","2016-08-08T11:18:01",NA,"Jigalong Aboriginal Reserve.  North side of Track, 970m west of abandoned Jigalong Misson Roadon track to Newman via Jimblebar mine. 31km west south west of Watch Point.. 100km east north east of Newman.","W","1","S","Z",4,"0","WET","AVG",1,17,1,250622,7409076,51,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-23.4091333333333,120.559705555556,"SW","WA",120.559695366046,-23.4091455467591
"247","NTADAC0002-58039","NTADAC0002","2016-05-06T09:17:06","Kakadu National Park, 20km south of Kapalga homestead. 53.8km west south west of Jabiru.","DAC","PLA","PLA","0",NA,"Flat site on a sandy plain. Minimal surface strew- scattered sandstone cobbles and some mixed possibly sandstone gravels. Fire- scarring on the Livistona humilis and Eucalyptus miniata and E. tetrodonta to 7m- burnt in last two years. Minimal grazing. Minimal introduced species. Plot is approx. 100m from main Kakadu highway. Community extends 150m from the centre.","NA","NA",NA,58039,"2016-05-06T09:17:06","2016-05-06T09:17:06","Note: There are restrictions on using plant,soil and metagenomic samples collected at this site. Please contact ben.sparrow@adelaide.edu.au","Kakadu National Park, 20km south of Kapalga homestead. 53.8km west south west of Jabiru.","n/a","X","n/a","TM",5,"0","WET","AVG",1,2,1,211290,8590324,53,"WGS84","GPS","PA","NC",TRUE,TRUE,TRUE,-12.739225,132.340336111111,"SW","NT",132.341265950038,-12.7383234418905
"248","NTASSD0008-57074","NTASSD0008","2012-09-19T00:00:00","Crown land, Colson Track. 134km south east of Andado homestead. 200km east south east of Finke community","SSD","DUN","SWL","0",NA,"Large Swale, plot aligned North/ South. Grazing effect minimal. No introduced plant species noted.","NA","NC",NA,57074,"2012-09-19T00:00:00","2012-09-19T00:00:00","No woody veg for basal area.","Crown land, Colson Track. 134km south east of Andado homestead. 200km east south east of Finke community","W","1","P","VM",6,"0","WET","FFR",15,2,15,656673,7147932,53,"WGS84","GPS","P","3RUARZZAOEK-",TRUE,TRUE,TRUE,-25.7783361111111,136.562461111111,"SW","NT",136.562472281588,-25.7783583935734
"249","SAASTP0006-57066","SAASTP0006","2012-08-08T00:00:00","Spring Creek Delta, Witjira National Park. 38km east north east of Dalhousie campground. 154km south east of Finke community.","STP","ALP","DDE","0",NA,"-------------- new visit physicalStatusComments start --------------

 
Landform Element: Plain, Pattern: Flood plain. Lithology: no outcrop or rocks present in the site. Introduced species; Bransika tronaphotide,
grazing impact low to zero, no evidence of grazing as cows have recently been moved from the national park. Fire history, has not burnt in a few years. Homogenous: very homogenise, from centre picket the communities continues to 70m to the eastern picket and continues to the western edge of the plot.
Infrastructure: the main road from Dalhousie and Simpson desert.



-------------- new visit physicalStatusComments end ---------------
-------------- new visit physicalStatusComments start --------------

 
Landform Element: Plain, Pattern: Flood plain. Lithology: no outcrop or rocks present in the site. Introduced species; Bransika tronaphotide,
grazing impact low to zero, no evidence of grazing as cows have recently been moved from the national park. Fire history, has not burnt in a few years. Homogenous: very homogenise, from centre picket the communities continues to 70m to the eastern picket and continues to the western edge of the plot.
Infrastructure: the main road from Dalhousie and Simpson desert.



-------------- new visit physicalStatusComments end ---------------
-------------- new visit physicalStatusComments start --------------

 
Landform Element: Plain, Pattern: Flood plain. Lithology: no outcrop or rocks present in the site. Introduced species; Bransika tronaphotide,
grazing impact low to zero, no evidence of grazing as cows have recently been moved from the national park. Fire history, has not burnt in a few years. Homogenous: very homogenise, from centre picket the communities continues to 70m to the eastern picket and continues to the western edge of the plot.
Infrastructure: the main road from Dalhousie and Simpson desert.



-------------- new visit physicalStatusComments end ---------------
Spring creek delta. Plot on clay loam alluvial plain. Old disused/ overgrown track cuts through south east corner of quadrat. Minimal impact of introduced plant species-  Sonchus oleraceus present.
","NA","NA",NA,57066,"2012-08-08T00:00:00","2012-08-08T00:00:00","Only 1 transect of point intercept recorded","Spring Creek Delta, Witjira National Park. 38km east north east of Dalhousie campground. 154km south east of Finke community.","n/a","X","n/a","Z",2,"NC","WET","AVG",5,14,5,587199,7086352,53,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-26.340247,135.873785,"SW","SA",135.873824417183,-26.3401388215798
"250","SATSTP0006-53514","SATSTP0006","2013-08-17T00:00:00","Murnpeowie Station, 40km north west of homestead.","STP","SAN","DDE","0",NA,"On the outer margins of a seasonal swamp/drainage depression. Site is homogeneous.  Evidence of high usage by cattle but appears to be destocked at time of site visit. Some weeds present. Site is close to dam in base of swamp.","NA","NAP",NA,53514,"2013-08-17T00:00:00","2013-08-17T00:00:00",NA,"Murnpeowie Station, about 40kms northwest of homestead.","E","0","P","NC",4,"0","DRY","FFR",3,2,3,288415,6731247,54,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-29.5305,138.8167,"SW","SA",138.816698319339,-29.5305235483173
"251","SATSTP0006-58640","SATSTP0006","2013-08-17T00:00:00","Murnpeowie Station, 40km north west of homestead.","STP","SAN","DDE","0",NA,"On the outer margins of a seasonal swamp/drainage depression. Site is homogeneous.  Evidence of high usage by cattle but appears to be destocked at time of site visit. Some weeds present. Site is close to dam in base of swamp.","NA","NAP",NA,58640,"2018-08-04T17:28:26","2018-08-04T17:28:26",NA,"Plot sits on sand plain. No surface strew visible. Weed impact low- Tribulus.  Homogeneity- community extends 200m north and east. No Surface strew or outcrops. Effect of cattle grazing-high . Cattle removed but recently.","NC","NC","NC","NC",7,"NC","DRY","DRY",30,31,30,NA,NA,NA,NA,NA,"NC",NA,TRUE,TRUE,TRUE,-29.5305,138.8167,"SW","SA",NA,NA
"252","SAASTP0014-57067","SAASTP0014","2012-09-13T00:00:00","Macumba Station. 119km South East of homestead. 123km south east of Oodnadatta","STP","PLA","PLA","0.5","315","-------------- new visit physicalStatusComments start --------------
Landform element and pattern is a plain on low rises or hills. Surface lithology is gibber (5-35mm), forming 100% cover in some areas but reducing in density where there is vegetation or gilgais. Introduced plant impact is quite low, with some Malvastrum americanum and potentially Lepidium sp. Grazing impact is low; old cattle tracks and scat are on the site. Long unburnt, no evidence of previous fire. Site is homogenous, community extends beyond the site at least 50 metres in all directions. Nearest infrastructure is fence line access track, 350m south of SW corner.
 

-------------- new visit physicalStatusComments end ---------------
Stony gibber plain with occasional crab-holes- some deep gilgais with Acacia tetragonophylla and Acacia salicina, Santalum lanceolatum. Very slight slope ( 1⁄2 degree) to the north north west. Browse on Santalum from cattle. Browse on Sclerolaena by donkeys ( one seen at camp). No obvious cattle browse on grasses. Site located 400m north of fence line. Minimal impact of introduced plant species- Malvastrum americanum var. americanum present.
","NA","NC",NA,57067,"2012-09-13T00:00:00","2012-09-13T00:00:00","Only 1 transect for point intercept
","Macumba Station. 119km South East of homestead. 123km south east of Oodnadatta","n/a","X","n/a","C",7,"NC","DRY","DRY",6,14,6,662390,6917083,53,"WGS84",NA,"P",NA,TRUE,TRUE,TRUE,-27.86115,136.649369444444,"SW","SA",136.649366991447,-27.8611778774673
"253","NTASSD0002-57073","NTASSD0002","2012-08-19T00:00:00","Colson Track. 102km east north east of Andado homestead. 175km east north east of Finke community","SSD","DUN","SWL","0",NA,"Swale in longitudinal dunefield. Lots of dead litter and bare ground. Track close to south west corner. Plot running north west to south east.","NA","NA","200 m. x 50 m.",57073,"2012-08-19T00:00:00","2012-08-19T00:00:00","No point intercept for this site","Crown land, Colson Track. 102km east north east of Andado homestead. 175km east north east of Finke community","W","1","P","VM",6,"0","WET","FFR",15,2,15,630302,7202492,53,"WGS84","GPS","P","3RUAOZZAREK-",FALSE,FALSE,TRUE,-22.2836,133.247327777778,"SW","NT",136.2942400525,-25.2883708774616
"254","WAAMUR0002-58510","WAAMUR0002","2016-10-01T15:17:55","Weebo southern plot","MUR","SAN","PLA","0",NA,"-------------- new visit physicalStatusComments start --------------
Landform element and pattern is plain on sandplain. No surface strew or outcropping. Minimal impact from introduced plants. Grazing pressure is minimal, just macropods. Has not been burnt since previous visit, long unburnt. Lots of hollows in Eucalyptus gonglyocarpa. Site is homogenous, community extends 100m in all directions from centre. Closest infrastructure is an old shot line track 50m to the north of the site.
 

-------------- new visit physicalStatusComments end ---------------
Plot corresponds to SWATT Plot SWA901. Sandplain. Plots is slightly elevated from surrounding plains. Some coarse grained sand but minimal surface strew -some flecks of ironstone gravel scattered through the site. Some Cryptogam but mostly bare ground. Grazing effect is low. Introduced  plant effect is minimal. Long unburnt- no scarring on trees and Triodia basedowii quite old.  Homogeneity- plot sits in extensive patch of similar vegetation. 100m from centre of plot is same vegetation community. Surrounding landscape is bisected by old north-east running shot line. North west corner of the plot  is 50m from track.","NA","NA","100m. x 100m.",58510,"2016-10-01T15:17:55","2016-10-01T15:17:55","Acacia sp. combined for basal wedge.","Weebo Pastoral Lease, survey site SWA0901, ca. 33.74 km east-southeast (134.22°) of Leinster and ca. 18.66 km south-southwest (216.07°) of Weebo Homestead","W","1","S","VM",4,"0","DRY","DRY",1,17,1,300369,6885379,51,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-28.143125,120.966122222222,"SW","WA",120.967195171833,-28.1421590748835
"255","WAAVIB0001-58494","WAAVIB0001","2016-06-05T11:33:45","Parrys Lagoon, Grassland","VIB","FLO","PLA","0",NA,"-------------- new visit physicalStatusComments start --------------
Site burnt is previous dry season, not this season. Introduced plant impact low, Sida spinosa and Xanthium sp. Grazing impact low, cattle seen enter area from neighbouring property. Site is homogenous and community extends in all direction 80m form centre. Nearest infrastructure is the Parry Creek Rd 30m NE of NE corner.
-------------- new visit physicalStatusComments end ---------------
Flat plot on outer reaches of the Ord river floodplain. Wooded river channel starts 500m north of the plot. Some depressions through the site. Long unburnt. Plot is just outside grazing lease with some old cattle scats- grazing effect is low. Introduced plant effect is low- possibly some Cynodon dactylon in south west corner. Minimal surface strew- some Cryptogam in open areas. Homogeneity- north east corner is 40m from the powerline access road. Vegetation community extends 50m beyond the plot.","NA","NAP","100m. x 100m.",58494,"2016-06-05T11:33:45","2016-06-05T11:33:45","Grassland, No Basal Area or LAI.","Parry Lagoons Nature Reserve, 19 km north east of the Grotto. 28km south east of Wyndham.","n/a","0","n/a","Z",3,"0","DRY","AVG",1,2,1,432240,8277677,52,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-15.5786611111111,128.367061111111,"SW","WA",128.368000527361,-15.5776893779399
"256","WAAVIB0002-58497","WAAVIB0002","2016-06-06T09:46:46","Parrys Lagoon Conservation Reserve. 2.3km south east of the Grotto. 30km south east of Wyndham","VIB","LOW","HSL","9","40","-------------- new visit physicalStatusComments start --------------
Parry Lagoons Nature Reserve. Slope and aspect unchanged since last visit. A lot of sandstone strew cobble up to boulders some gravel. Site has been burnt  this dry season in a mosaic/patchy pattern, some incendiary burning on top of the range. No grazing impact. Grazing impact is minimal. Communtiy is confined to plot. Distance to nearest infrastructure, 300m west of site.
-------------- new visit physicalStatusComments end ---------------
Plot is on the foothills of a range low hills. 9 degree slope- steeper up towards the south west corner- peters out towards the north east corner. Fire- some dead Erythrophleum regenerating from the base. Probably burnt in last 2 years. Sandstone surface strew with some chert- mostly cobbles bigger than 50m. Also some Sandstone outcrop- particularly on the southern boundary where it is higher but also scattered pockets through the site. Grazing effect is moderate- cattle and horse scats through the site. Cane toads present. Introduced plant species effect is minimal. Homogeneity- community is contained to the plot. To the north of the site is a gully dominated by annual Sorghum spp. 270m from Wyndham road.","SA","NC","100m. x 100m.",58497,"2016-06-06T09:46:46","2016-06-06T09:46:46","unknown substrate in point intercept is termite mound","Parrys Lagoon Conservation Reserve. 2.3km south east of the Grotto. 30km south east of Wyndham","R","1","S","Z",4,"0","DRY","AVG",1,2,1,421961,8262027,52,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-15.7198138888889,128.271597222222,"SW","WA",128.271632686566,-15.7188687746188
"257","WAAVIB0003-58500","WAAVIB0003","2016-06-07T14:27:15","El Questro Station, 4.5km east of resort.","VIB","LOW","HSL","2","0","-------------- new visit physicalStatusComments start --------------
Eucalyptus miniata (10m) woodland. Mid-story of Buchanania obovata (trees and shrubs, 5m), Grevillea pteridifolia (trees and shrubs, 1m) and Jacksonia forrestii. Mixed ground-strata of Ericahne sp. (30cm), Triodia bitextura (30cm) and Sorghum stipoideum (plant: 20cm, flower spikes: 1.2m). 
 
 
Climate response is dry. Vegetation response is dry. The Eucalyptus miniata are generally all flowering, as are some other flowering forbs. The Sorghum and Triodia has largely shed its seed.
 
 
3 slope to the west but also a slight slope towards the drainage line in the north.
 
 
Site not burnt this dry season but control burns occur most years. Community is confined to the plot although the drainage line in the northern edge contains more Grevillea pteridifolia and some Pandanus species, especially in the NE corner. Introduced plant species impact is minimal, some Stylosanthes scabra but cover is low and patchy. Closest infrastructure is the main El Questro access track 50m from the NW corner.
-------------- new visit physicalStatusComments end ---------------
-------------- new visit physicalStatusComments start --------------
Eucalyptus miniata (10m) woodland. Mid-story of Buchanania obovata (trees and shrubs, 5m), Grevillea pteridifolia (trees and shrubs, 1m) and Jacksonia forrestii. Mixed ground-strata of Ericahne sp. (30cm), Triodia bitextura (30cm) and Sorghum stipoideum (plant: 20cm, flower spikes: 1.2m). 
 
 
Climate response is dry. Vegetation response is dry. The Eucalyptus miniata are generally all flowering, as are some other flowering forbs. The Sorghum and Triodia has largely shed its seed.
 
 
3 slope to the west but also a slight slope towards the drainage line in the north.
 
 
Site not burnt this dry season but control burns occur most years. Community is confined to the plot although the drainage line in the northern edge contains more Grevillea pteridifolia and some Pandanus species, especially in the NE corner. Introduced plant species impact is minimal, some Stylosanthes scabra but cover is low and patchy. Closest infrastructure is the main El Questro access track 50m from the NW corner.
-------------- new visit physicalStatusComments end ---------------
Plot is in a valley among low hills slightly elevated above adjacent swamp. 2 degree slope to the south west. 3-5+ years since last fire- lots of dead branches on the ground and not scarring on the Eucalyptus miniata. Introduced plant species effect is low. some Stylosanthes sp. Grazing effect is low, some old cattle scats through the site.  No outcrop but lots of sandstone cobbles and boulders. Homogeneity- community is contained to site- north eastern edge fronts on to creek channel/swamp. North west corner is 90m from main El Questro access road.","NA","NC",NA,58500,"2016-06-07T14:27:15","2016-06-07T14:27:15","Grevillea and Corymbia species combined for basal wedge","El Questro Station, 4.5km east of resort.","R","1","S","AM",5,"0","DRY","AVG",1,2,1,395495,8230123,52,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-16.0062611111111,128.023327777778,"SW","WA",128.023250634734,-16.0062919645974
"258","WAACEK0001-58505","WAACEK0001","2016-06-09T16:12:52","Gibb River Station,","CEK","PLT","PLA","1","180","-------------- new visit physicalStatusComments start --------------
Gentle slope of 2 South levelling out at the Northern edge of the site. Some patches of low ironstone and conglomerate outcrop.
 
 
Grazing impact is low, some evidence of cattle but grasses still have heads. 
 
Introduced plant species include: 3 Stylocanthese species. The site has not burnt this dry-season but has in previous seasons. The community is confined to the plot; 70m from the centre at the SE edge is a shallow drainage depression with Maleleuca viridoflora and continues as a Corymbia confertiflora woodland to the South beyond that. The closest infrastructure is the main Gibb River Rd which is 350m to the South of the site. 
 
 
Has not been burnt this dry season so a lot more species in the ground-story compared to the last visit.
 

-------------- new visit physicalStatusComments end ---------------
Some low ironstone outcrops/large  boulders- strew is made up of this. Plot is outside of mound springs exclosure. Southern edge of the plot is in a very shallow drainage depression with more Corymbia along southern edge. 200m to the east of the plot is a fence.  A 1 degree slope to the south","CU","NC","100 x 100 m.",58505,"2016-06-09T16:12:52","2016-06-09T16:12:52","Soil Pit near north east corner of plot.","Burnt recently with some regeneration. Plot is grazed- impact difficult to tell as plot is regenerating. Introduced plant species effect difficult to tell.","n/a","X","n/a","AM",4,"1L","DRY","BurntR",1,17,1,222271,8178330,52,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-16.4615166666667,126.397922222222,"SW","WA",126.398908939302,-16.460575865699
"259","WAACEK0002-58506","WAACEK0002","2016-06-10T12:44:24","Wunaamin Conservation Park, 1.7km north east of Silent Grove Ranger station 173km east north east of Derby","CEK","ALP","FLD","0",NA,"-------------- new visit physicalStatusComments start --------------
Site located in the Wunaamin Conservation Park near the north eastern corner of the airstrip. Introduced plant impact is minimal. Grazing impact is minimal. Site regularly burnt every 1-2 years. Nearest infrastructure is Bells Gorge Airport runway, 30m west of SW corner. 
-------------- new visit physicalStatusComments end ---------------
Floodout on an alluvial plain. Valley between hills of the King Leopold Ranges. Range 600m to the west and approx. 3km to the north east. Long unburnt- no scarring on Eucalyptus tectifica. Flat plot with gentle undulation through the middle. Some gravels in more open patches- mostly sandstone. Grazing effect is low but some old cattle scats through the site. Introduced species effect is minimal- Stylosanthes possibly present but cover very low. Homogeneity- 40m to edge of the airstrip. Vegetation community continues 100m to the north and east and 50m to the west.","NA","NC","100 x 100 m.",58506,"2016-06-10T12:44:24","2016-06-10T12:44:24",NA,"King Leopold Ranges National Park, 1.7km north east of Silent Grove Ranger station 173km east north east of Derby","n/a","X","n/a","N",4,"1L","DRY","AVG",1,2,1,738667,8113250,51,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-17.0525694444444,125.242397222222,"SW","WA",125.242349690598,-17.0526543394506
"260","WAAVIB0004-58504","WAAVIB0004","2016-06-08T09:38:02","El Questro Station, Cockburn Range. 24.3km north east of El Questro Resort. 36.9km south south west of Wyndam","VIB","LOW","STC","0",NA,"complete","NA","NC",NA,58504,"2016-06-08T09:38:02","2016-06-08T09:38:02","Terminalia species combined for basal wedge.
Boab leafless but not recorded as dead
Unknown substrate = Water","El Questro Station, Cockburn Range. 24.3km north east of El Questro Resort. 36.9km south south west of Wyndham","n/a","X","n/a","Z",5,"0","DRY","AVG",1,2,1,403393,8250950,52,"WGS84","GPS","P",NA,TRUE,TRUE,FALSE,-15.8196055555556,128.097883333333,"SW","WA",128.097902187792,-15.818352210885
"261","WAACEK0003-58507","WAACEK0003","2016-06-11T09:19:24","Wunaamin Conservation Park, 19.8km south east of  Dulundi (Silent Grove) campground. 175km west north west of Derby","CEK","RIS","HSL","4","0","-------------- new visit physicalStatusComments start --------------
Site is generally flat with a slight (1) slope towards the South-West corner with some undulation throughout the site including drainage depressions that hold some water during the dry season. 
No surface strew or outcrop on the plot.
 
 
Site has been control burned this dry-season with a patchy mosaic of burned and unburned grass clusters. There is some regeneration of grasses but not as much as other burned sites in the region. 
 
Grazing evident by Agile Wallabies and Kangaroos but no evidence of cattle pressure. Effect of introduced plants seems negligible, possible due to recent fire. A lot of Passiflora, Bidens spinosa and Cenchrus ciliaris on the last visit. Some Cucumis and Stylosanthes species present this visit.
 
 
Community continues 100m from the centre of the plot in all directions. The nearest infrastructure is the walking trail 30m North of the Northern edge.
 


-------------- new visit physicalStatusComments end ---------------
Toe slope of low rise, curved over the slope to maximum of 4 degrees to the south west and north east. Highly weathered granite substrate with quartz veins. Some very low outcrops. Some termite mounds through the site. ","GN","NC","100 x 100 m.",58507,"2016-06-11T09:19:24","2016-06-11T09:19:24",NA,"Long unburnt- no scarring on Corymbia or Eucalyptus and no burnt material in ground layer. Grazing effect is low- some cattle and donkeys. Donkey pad through on the southern and northern  boundaries of the site  Introduced plant species effect is low- possibly Stylosanthes sp. Homogeneity- community is contained to the plot but extends 30m to the south of the site. 20m from south west corner to a track.","n/a","X","n/a","AM",4,"0","DRY","AVG",1,2,1,744087,8092663,49,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-17.2379694444444,125.295561111111,"SW","WA",113.295527214134,-17.2380303289602
"262","WAADAL0001-58508","WAADAL0001","2016-06-12T10:06:24","Winjana","DAL","PLA","PLA","2","230","-------------- new visit physicalStatusComments start --------------

 
 
 
 
 
Site is generally flat with a slight (1) slope towards the South-West corner with some undulation throughout the site including drainage depressions that hold some water during the dry season. 
 
No surface strew or outcrop on the plot.
 
 
Site has been control burned this dry-season with a patchy mosaic of burned and unburned grass clusters. There is some regeneration of grasses but not as much as other burned sites in the region. 
 
Grazing evident by Agile Wallabies and Kangaroos but no evidence of cattle pressure. Effect of introduced plants seems negligible, possible due to recent fire. A lot of Passiflora, Bidens spinosa and Cenchrus ciliaris on the last visit. Some Cucumis and Stylosanthes species present this visit.
 
 
Community continues 100m from the centre of the plot in all directions. The nearest infrastructure is the walking trail 30m North of the Northern edge.
 


-------------- new visit physicalStatusComments end ---------------
-------------- new visit physicalStatusComments start --------------

 
 
 
 
 
Site is generally flat with a slight (1) slope towards the South-West corner with some undulation throughout the site including drainage depressions that hold some water during the dry season. 
 
No surface strew or outcrop on the plot.
 
 
Site has been control burned this dry-season with a patchy mosaic of burned and unburned grass clusters. There is some regeneration of grasses but not as much as other burned sites in the region. 
 
Grazing evident by Agile Wallabies and Kangaroos but no evidence of cattle pressure. Effect of introduced plants seems negligible, possible due to recent fire. A lot of Passiflora, Bidens spinosa and Cenchrus ciliaris on the last visit. Some Cucumis and Stylosanthes species present this visit.
 
 
Community continues 100m from the centre of the plot in all directions. The nearest infrastructure is the walking trail 30m North of the Northern edge.
 


-------------- new visit physicalStatusComments end ---------------
Plot is on a plain- 200m from base of Devonian reef. 2 degree slope to the south east increasing slightly to the north east corner. Minimal surface strew- black soil but some patches of limestone gravels. Homogeneity- south east corner is 10m in from rarely used fire track. 300m to the south and 100m to the west is the same community. Long unburnt- no scarring on Bauhinia and grasses very dense. Grazing effect is low but some old cattle scats through the site. Introduced plant effect is low to moderate- Passiflora foetida in some denser patches on northern edge. Acacia nilotica? , Calotropis sp. and Pennisetum sp. also present. Cenchrus ciliaris also present but cover low at present.","NA","NAP",NA,58508,"2016-06-12T10:06:24","2016-06-12T10:06:24",NA,"Windjana Gorge Conservation Park, 2.5km northwest of old Lillimurila police station. 139km east south east of Derby","n/a","0","n/a","N",3,"0","DRY","AVG",1,17,1,706653,8073450,51,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-17.4152666666667,124.945525,"SW","WA",124.945465990731,-17.4153101012595
"263","WAAGSD0001-58509","WAAGSD0001","2016-06-14T09:52:07","Nyangumarta Warrarn Indigenous Protected Area, 40.6km east south east of Sandfire Roadhouse. 219km south west of Broome","GSD","DUN","SWL","1","215","-------------- new visit physicalStatusComments start --------------
Site topography largely unchanged since the last visit. A 1-2 slope to the North coming off the base of a dune and into a broad swale. The community is confined to the plot; a denser community of Acacias occurs to the SW. The nearest infrastructure is a track 10m south of the southern plot boundary. Impact of introduced plant species is minimal and there is no evidence of grazing. Site has been burnt since the previous visit, but not this dry-season, and there has been a control burn on the dune SW of the site.
-------------- new visit physicalStatusComments end ---------------
Sandy plot in a swale in widely spaced dunefield that runs north west to south east. 1.2km to the dune on north eastern edge. Dune just to the south west of the site. 1 degree slope to the north east to centre of the swale. Burnt 2-5 years- some dead material in ground layer. Grazing effect is low- some large camels foot pads through the site. Introduced plat species effect is nil.  Homogeneity- faint access track to the south west of the site. Community continues 1.2m to the north to dune and 15m to the south.","NA","NC",NA,58509,"2016-06-14T09:52:07","2016-06-14T09:52:07",NA,"Mandora Marshes Conservation Reserve. 40.6km east south east of Sandfire Roadhouse.","W","1","S","VM",6,"1L","DRY","AVG",1,17,1,340184,7808554,51,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-19.8124638888889,121.474191666667,"SW","WA",121.474138026449,-19.8124260599536
